game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,score_p,score_pts,score_tot
FOOTBALL_CFL_2018_10_12_HAM@TOR,2018-10-12,2018,1,CFL,HAM,TOR,,,4.0,1.0,2.0,,,4.0,,,
FOOTBALL_CFL_2018_10_20_MTL@TOR,2018-10-20,2018,1,CFL,MTL,TOR,,,5.0,1.0,1.0,,5.0,5.0,,,
FOOTBALL_CFL_2018_10_28_TOR@MTL,2018-10-28,2018,1,CFL,TOR,MTL,,,9.0,2.0,4.0,,9.0,16.0,,,
FOOTBALL_CFL_2018_10_6_TOR@BC,2018-10-06,2018,1,CFL,TOR,BC,,,20.0,3.0,6.0,1.0,5.0,31.0,1.0,6.0,1.0
FOOTBALL_CFL_2018_11_2_TOR@OTT,2018-11-02,2018,1,CFL,TOR,OTT,,,7.0,4.0,5.0,,8.0,17.0,,,
FOOTBALL_CFL_2018_9_28_TOR@CGY,2018-09-28,2018,1,CFL,TOR,CGY,,,17.0,3.0,5.0,,10.0,36.0,,,
FOOTBALL_CFL_2018_9_3_TOR@HAM,2018-09-03,2018,1,CFL,TOR,HAM,1.0,1.0,,,,,,,,,
