game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions
SYNTHETIC_UFL_2024_W1_BATTLEHAWKS,2024-03-30,2024,1,UFL,PANTHERS,BATTLEHAWKS,,0.0,10.0,2.0
SYNTHETIC_UFL_2024_W2_BATTLEHAWKS,2024-04-06,2024,2,UFL,BATTLEHAWKS,RENEGADES,,0.0,18.0,1.0
SYNTHETIC_UFL_2024_W3_BATTLEHAWKS,2024-04-14,2024,3,UFL,BRAHMAS,BATTLEHAWKS,1.0,0.0,7.0,2.0
SYNTHETIC_UFL_2024_W8_BATTLEHAWKS,2024-05-19,2024,8,UFL,BATTLEHAWKS,DEFENDERS,,0.0,0.0,0.0
