game_id,date,season,week,league,away,home,def_solo,def_tot,pass_20,pass_att,pass_cmp,pass_fd,pass_int,pass_lg,pass_loss,pass_sack,pass_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2021_10_23_OTT@HAM,2021-10-23,2021,1,CFL,OTT,HAM,,,,16.0,8.0,,1.0,14.0,,,49.0,5.0,5.0,13.0
FOOTBALL_CFL_2021_11_6_TOR@OTT,2021-11-06,2021,1,CFL,TOR,OTT,,,,22.0,8.0,,,25.0,12.0,3.0,90.0,4.0,11.0,25.0
FOOTBALL_CFL_2021_8_14_LAC@LA,2021-08-14,2021,1,CFL,LAC,LA,1.0,1.0,2.0,19.0,11.0,5.0,1.0,20.0,,,85.0,1.0,3.0,3.0
