game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-t20i-2021-08-14-1273133,2021-08-14,2021,1,T20I,Denmark,Sweden,6.0,0.0,0.0,5.0,2.0,0.0,,,1.0
cricket-t20i-2021-08-21-1273147,2021-08-21,2021,1,T20I,Sweden,Finland,,,,,,,1.0,,1.0
cricket-t20i-2021-08-22-1273148,2021-08-22,2021,1,T20I,Finland,Sweden,10.0,0.0,0.0,7.0,7.0,0.0,,1.0,1.0
