game_id,date,season,week,league,away,home,assisted_tackles,interceptions,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_6_7_TNEWMEXICOCHUPACABRASG20260607JMSK@TTUCSONSUGARSKULLS,2026-06-07,2026,13,IFL,New Mexico Chupacabras,Tucson Sugar Skulls,0.0,,,,,,,,,,4.0,4.0,1.0,0.0
FOOTBALL_IFL_2026_6_13_TTUCSONSUGARSKULLSG20260613XZNU@TVEGASKNIGHTHAWKS,2026-06-13,2026,14,IFL,Tucson Sugar Skulls,Vegas Knight Hawks,1.0,0.0,1.0,1.0,,8.0,0.0,8.0,,,2.0,3.0,,
FOOTBALL_IFL_2026_6_20_TARIZONARATTLERSG20260620GMCA@TTUCSONSUGARSKULLS,2026-06-20,2026,15,IFL,Arizona Rattlers,Tucson Sugar Skulls,2.0,,,,1.0,,,,2.0,1.0,4.0,6.0,1.0,0.0
