game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2018-07-10-1147725,2018-07-10,2018,1,T20I,Scotland,Thailand,11.0,1.0,0.0,8.0,7.0,0.0,,,,,,,1.0
cricket-t20i-2018-07-12-1147731,2018-07-12,2018,1,T20I,Bangladesh,Scotland,11.0,0.0,1.0,9.0,4.0,0.0,,,,,,,1.0
cricket-t20i-2019-06-26-1190605,2019-06-26,2019,1,T20I,Netherlands,Scotland,5.0,0.0,0.0,8.0,5.0,0.0,,,,,,,1.0
cricket-t20i-2019-06-27-1190607,2019-06-27,2019,1,T20I,Netherlands,Scotland,8.0,0.0,0.0,7.0,4.0,0.0,,,,,,,1.0
cricket-t20i-2019-06-29-1190608,2019-06-29,2019,1,T20I,Germany,Scotland,4.0,0.0,0.0,4.0,2.0,0.0,,,,,,,1.0
cricket-t20i-2019-08-09-1190746,2019-08-09,2019,1,T20I,Netherlands,Scotland,,,,,,,12.0,0.0,0.0,14.0,0.0,0.0,1.0
cricket-t20i-2019-08-10-1190749,2019-08-10,2019,1,T20I,Ireland,Scotland,2.0,0.0,0.0,6.0,0.0,0.0,,,,,,,1.0
cricket-t20i-2019-08-12-1190750,2019-08-12,2019,1,T20I,Scotland,Thailand,4.0,1.0,0.0,5.0,4.0,0.0,,,,,,,1.0
cricket-t20i-2019-08-13-1190753,2019-08-13,2019,1,T20I,Netherlands,Scotland,12.0,1.0,1.0,6.0,13.0,0.0,,,,,,,1.0
cricket-t20i-2019-08-14-1190754,2019-08-14,2019,1,T20I,Ireland,Scotland,6.0,0.0,0.0,6.0,1.0,0.0,,,,,,,1.0
cricket-t20i-2019-08-31-1197049,2019-08-31,2019,1,T20I,Scotland,United States of America,2.0,1.0,0.0,4.0,4.0,0.0,,,,,,,1.0
cricket-t20i-2019-09-01-1197052,2019-09-01,2019,1,T20I,Scotland,Papua New Guinea,5.0,0.0,1.0,7.0,3.0,0.0,,,,,,,1.0
cricket-t20i-2019-09-03-1197057,2019-09-03,2019,1,T20I,Scotland,Bangladesh,2.0,0.0,0.0,6.0,2.0,0.0,,,,,,,1.0
