game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_2022_W1_TB,,2022,1,USFL,,,0.0,86.0,8.0
SYNTHETIC_USFL_2022_W2_TB,,2022,2,USFL,,,0.0,21.0,2.0
SYNTHETIC_USFL_2022_W3_TB,,2022,3,USFL,,,0.0,14.0,2.0
SYNTHETIC_USFL_2022_W4_TB,,2022,4,USFL,,,0.0,35.0,2.0
SYNTHETIC_USFL_2022_W5_TB,,2022,5,USFL,,,0.0,24.0,2.0
SYNTHETIC_USFL_2022_W6_TB,,2022,6,USFL,,,2.0,45.0,3.0
SYNTHETIC_USFL_2022_W7_TB,,2022,7,USFL,,,0.0,43.0,2.0
SYNTHETIC_USFL_2022_W8_TB,,2022,8,USFL,,,0.0,18.0,4.0
SYNTHETIC_USFL_2022_W9_TB,,2022,9,USFL,,,0.0,46.0,3.0
SYNTHETIC_USFL_2022_W10_TB,,2022,10,USFL,,,0.0,39.0,4.0
SYNTHETIC_USFL_2023_W6_SHOWBOATS,2023-05-20,2023,6,USFL,SHOWBOATS,MAULERS,,6.0,1.0
SYNTHETIC_USFL_2023_W7_SHOWBOATS,2023-05-28,2023,7,USFL,SHOWBOATS,GAMBLERS,0.0,-4.0,1.0
