game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202505160GSV,2025-05-16,2025,1,WNBA,LAS,GSV,,,,,,,,1.0,3.6666666666666665,,,,,1.0,1.0
WNBA_202505230LAS,2025-05-23,2025,1,WNBA,GSV,LAS,1.0,1.0,2.0,,0.333,3.0,1.0,3.0,13.166666666666666,1.0,15.0,2.0,3.0,,
WNBA_202505270NYL,2025-05-27,2025,1,WNBA,GSV,NYL,,2.0,1.0,1.0,,1.0,,3.0,8.633333333333333,,-8.0,,1.0,,1.0
WNBA_202506070GSV,2025-06-07,2025,1,WNBA,LVA,GSV,,,2.0,,1.0,1.0,1.0,,1.3166666666666667,,,2.0,2.0,,
