game_id,date,season,week,league,away,home,lost_fumbles,punt_return,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W2_MAULERS,2023-04-23,2023,2,USFL,MAULERS,GENERALS,,,0.0,23.0,4.0,,
SYNTHETIC_USFL_2023_W4_MAULERS,2023-05-07,2023,4,USFL,MAULERS,STALLIONS,,,0.0,17.0,4.0,,
SYNTHETIC_USFL_2023_W5_MAULERS,2023-05-13,2023,5,USFL,PANTHERS,MAULERS,,,0.0,-1.0,1.0,,
SYNTHETIC_USFL_2023_W7_MAULERS,2023-05-27,2023,7,USFL,MAULERS,STARS,1.0,1.0,0.0,19.0,3.0,0.0,2.0
SYNTHETIC_USFL_2023_W8_MAULERS,2023-06-03,2023,8,USFL,MAULERS,GAMBLERS,,,0.0,5.0,1.0,0.0,-4.0
SYNTHETIC_USFL_2023_W9_MAULERS,2023-06-10,2023,9,USFL,MAULERS,PANTHERS,,,1.0,20.0,2.0,,
SYNTHETIC_USFL_2023_W10_MAULERS,2023-06-17,2023,10,USFL,GENERALS,MAULERS,,,0.0,22.0,1.0,,
SYNTHETIC_USFL_2023_W11_MAULERS,,2023,11,USFL,,,,,,28.0,6.0,,
SYNTHETIC_USFL_2023_W12_MAULERS,,2023,12,USFL,,,,,,-3.0,1.0,,
