game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,field_goal_yards,forced_fumbles,fumble_recoveries,interceptions_lost,passing_tds,passing_yards,patkick,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
4002611070524,,,4,,,,,,,,,,0.0,,,0.0,4.0,288.0,0.0,0.0,24.0,1.0,1.0,2.0,,
OREGON-WASHINGTON-0425,2025-04-25,2025,7,AF1,WASHINGTON,OREGON,,,,,,,,,,,,,,,,,0.0,0.0,,
WASHINGTON-SWKANSAS-05-25,2025-05-25,2025,11,AF1,SW KANSAS,WASHINGTON,,,,,,,,,,,,,,,,,0.0,11.0,,
FOOTBALL_AF1_2026_4_12_T584638G1168203@T584641,2026-04-12,2026,1,AF1,Oregon Lightning,Washington Wolfpack,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,1.0
FOOTBALL_AF1_2026_5_23_T584761G1168384@T584641,2026-05-23,2026,7,AF1,Beaumont Renegades,Washington Wolfpack,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,2.0
