game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2022-06-29-1320976,2022-06-29,2022,1,T20I,Hungary,Belgium,6.0,1.0,1.0,10.0,12.0,0.0,24.0,0.0,0.0,22.0,3.0,4.0,,1.0
cricket-t20i-2022-07-01-1320980,2022-07-01,2022,1,T20I,Belgium,Denmark,6.0,0.0,0.0,10.0,7.0,1.0,24.0,0.0,0.0,32.0,3.0,1.0,,1.0
cricket-t20i-2022-07-02-1320982,2022-07-02,2022,1,T20I,Belgium,Portugal,9.0,0.0,0.0,9.0,7.0,1.0,12.0,0.0,0.0,17.0,0.0,2.0,,1.0
cricket-t20i-2023-06-11-1380584,2023-06-11,2023,1,T20I,Belgium,Germany,1.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,2.0,14.0,0.0,0.0,,1.0
cricket-t20i-2024-05-10-1432196,2024-05-10,2024,1,T20I,Belgium,France,,,,,,,18.0,0.0,0.0,17.0,1.0,2.0,,1.0
cricket-t20i-2024-05-10-1432197,2024-05-10,2024,1,T20I,Belgium,Malta,2.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,34.0,1.0,1.0,,1.0
cricket-t20i-2024-05-11-1432199,2024-05-11,2024,1,T20I,Belgium,France,2.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,34.0,0.0,1.0,,1.0
cricket-t20i-2024-07-07-1439815,2024-07-07,2024,1,T20I,Switzerland,Belgium,12.0,2.0,1.0,10.0,17.0,0.0,18.0,0.0,0.0,25.0,1.0,3.0,,1.0
cricket-t20i-2024-07-08-1439818,2024-07-08,2024,1,T20I,Croatia,Belgium,,,,,,,18.0,0.0,0.0,14.0,0.0,1.0,,1.0
cricket-t20i-2024-07-10-1439821,2024-07-10,2024,1,T20I,Jersey,Belgium,28.0,0.0,1.0,10.0,11.0,0.0,24.0,0.0,0.0,32.0,0.0,2.0,1.0,1.0
cricket-t20i-2024-07-12-1439829,2024-07-12,2024,1,T20I,Belgium,Serbia,,,,,,,6.0,0.0,0.0,6.0,0.0,1.0,,1.0
