game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140ATL,2021-05-14,2021,1,WNBA,CON,ATL,,4.0,4.0,,,,0.25,4.0,1.0,1.0,1.0,6.0,6.0,,19.866666666666667,1.0,-5.0,8.0,5.0,3.0,2.0
WNBA_202105190ATL,2021-05-19,2021,1,WNBA,CHI,ATL,1.0,3.0,4.0,,,,0.2,5.0,1.0,5.0,0.25,4.0,1.0,,26.116666666666667,4.0,,3.0,8.0,,2.0
WNBA_202105210IND,2021-05-21,2021,1,WNBA,ATL,IND,2.0,1.0,5.0,,,,0.286,7.0,2.0,4.0,0.5,2.0,1.0,,26.75,2.0,14.0,5.0,7.0,2.0,
WNBA_202105250CHI,2021-05-25,2021,1,WNBA,ATL,CHI,,1.0,3.0,,,,0.4,5.0,2.0,4.0,1.0,6.0,6.0,,19.75,4.0,4.0,10.0,7.0,2.0,
WNBA_202105270ATL,2021-05-27,2021,1,WNBA,DAL,ATL,3.0,1.0,6.0,,,,0.667,6.0,4.0,2.0,0.5,4.0,2.0,,26.25,5.0,11.0,10.0,11.0,,2.0
WNBA_202105290NYL,2021-05-29,2021,1,WNBA,ATL,NYL,1.0,2.0,7.0,,,,0.5,6.0,3.0,1.0,0.333,3.0,1.0,,27.05,1.0,10.0,7.0,8.0,1.0,2.0
WNBA_202106040MIN,2021-06-04,2021,1,WNBA,ATL,MIN,,1.0,2.0,,,,0.5,2.0,1.0,3.0,,,,,24.616666666666667,3.0,-24.0,2.0,5.0,,3.0
WNBA_202106060MIN,2021-06-06,2021,1,WNBA,ATL,MIN,,,2.0,,,,0.5,2.0,1.0,,,,,,20.3,4.0,-9.0,2.0,6.0,1.0,2.0
WNBA_202106090ATL,2021-06-09,2021,1,WNBA,SEA,ATL,2.0,,4.0,,,,0.333,3.0,1.0,3.0,0.75,4.0,3.0,,20.683333333333334,,-18.0,5.0,4.0,1.0,1.0
WNBA_202106110ATL,2021-06-11,2021,1,WNBA,SEA,ATL,1.0,,4.0,,,,0.25,4.0,1.0,2.0,,,,,17.433333333333334,2.0,-1.0,2.0,6.0,1.0,
WNBA_202106130ATL,2021-06-13,2021,1,WNBA,WAS,ATL,,,,,,,0.4,5.0,2.0,3.0,0.667,3.0,2.0,,13.583333333333334,2.0,-7.0,6.0,2.0,,2.0
WNBA_202106170WAS,2021-06-17,2021,1,WNBA,ATL,WAS,2.0,2.0,1.0,,,,0.667,3.0,2.0,2.0,0.5,2.0,1.0,,13.5,2.0,4.0,5.0,3.0,2.0,2.0
WNBA_202106260ATL,2021-06-26,2021,1,WNBA,NYL,ATL,1.0,1.0,5.0,,,,0.5,6.0,3.0,3.0,,,,,27.833333333333332,4.0,-13.0,6.0,9.0,4.0,4.0
WNBA_202106290ATL,2021-06-29,2021,1,WNBA,NYL,ATL,1.0,2.0,2.0,,,,0.375,8.0,3.0,1.0,0.5,2.0,1.0,,21.15,5.0,9.0,7.0,7.0,,1.0
WNBA_202107020SEA,2021-07-02,2021,1,WNBA,ATL,SEA,1.0,,6.0,,,,0.667,3.0,2.0,2.0,1.0,4.0,4.0,,19.166666666666668,2.0,5.0,8.0,8.0,2.0,
WNBA_202107040LVA,2021-07-04,2021,1,WNBA,ATL,LVA,,,3.0,,,,0.857,7.0,6.0,3.0,,2.0,,,20.983333333333334,3.0,-9.0,12.0,6.0,2.0,1.0
WNBA_202107090CON,2021-07-09,2021,1,WNBA,ATL,CON,1.0,1.0,,,,,0.333,3.0,1.0,2.0,1.0,4.0,4.0,,16.9,1.0,-13.0,6.0,1.0,,1.0
WNBA_202107110ATL,2021-07-11,2021,1,WNBA,IND,ATL,1.0,,2.0,,1.0,,0.333,6.0,2.0,5.0,,,,,16.283333333333335,4.0,-7.0,4.0,6.0,2.0,1.0
WNBA_202108150PHO,2021-08-15,2021,1,WNBA,ATL,PHO,,,3.0,,,,0.5,6.0,3.0,4.0,,,,,19.333333333333332,5.0,,6.0,8.0,1.0,2.0
WNBA_202108170LAS,2021-08-17,2021,1,WNBA,ATL,LAS,2.0,1.0,3.0,,,,0.625,8.0,5.0,1.0,,3.0,,,23.9,5.0,-2.0,10.0,8.0,1.0,
WNBA_202108190LAS,2021-08-19,2021,1,WNBA,ATL,LAS,1.0,,1.0,,,,0.25,4.0,1.0,4.0,,,,,17.383333333333333,,4.0,2.0,1.0,1.0,
WNBA_202108210ATL,2021-08-21,2021,1,WNBA,PHO,ATL,,1.0,3.0,,,,0.5,12.0,6.0,2.0,1.0,3.0,3.0,,28.8,1.0,-2.0,15.0,4.0,2.0,1.0
WNBA_202108240ATL,2021-08-24,2021,1,WNBA,CHI,ATL,2.0,,5.0,,1.0,,0.364,11.0,4.0,3.0,,,,,31.35,3.0,-6.0,8.0,8.0,,
WNBA_202108260ATL,2021-08-26,2021,1,WNBA,LVA,ATL,2.0,4.0,4.0,,,,0.667,12.0,8.0,1.0,0.714,7.0,5.0,,34.03333333333333,2.0,2.0,21.0,6.0,1.0,2.0
WNBA_202109020DAL,2021-09-02,2021,1,WNBA,ATL,DAL,1.0,3.0,7.0,,,,0.667,9.0,6.0,2.0,0.6,5.0,3.0,,33.86666666666667,4.0,-14.0,15.0,11.0,,2.0
WNBA_202109050DAL,2021-09-05,2021,1,WNBA,ATL,DAL,1.0,1.0,11.0,,,,0.667,9.0,6.0,4.0,,,,,29.383333333333333,3.0,10.0,12.0,14.0,1.0,3.0
WNBA_202109080ATL,2021-09-08,2021,1,WNBA,PHO,ATL,2.0,,1.0,,,,0.667,9.0,6.0,1.0,0.5,2.0,1.0,,33.46666666666667,1.0,-1.0,13.0,2.0,3.0,
WNBA_202109100WAS,2021-09-10,2021,1,WNBA,ATL,WAS,,,7.0,,,,0.7,10.0,7.0,2.0,,,,,27.983333333333334,3.0,-7.0,14.0,10.0,,2.0
WNBA_202109140ATL,2021-09-14,2021,1,WNBA,IND,ATL,2.0,2.0,2.0,,,,0.333,9.0,3.0,3.0,0.833,6.0,5.0,,26.416666666666668,3.0,-6.0,11.0,5.0,1.0,1.0
WNBA_202109160ATL,2021-09-16,2021,1,WNBA,LAS,ATL,1.0,,4.0,,,,0.2,5.0,1.0,4.0,0.5,2.0,1.0,,26.15,4.0,7.0,3.0,8.0,1.0,3.0
WNBA_202109190CON,2021-09-19,2021,1,WNBA,ATL,CON,1.0,1.0,1.0,,,,0.462,13.0,6.0,2.0,0.667,3.0,2.0,,29.333333333333332,5.0,-19.0,14.0,6.0,2.0,1.0
WNBA_202205070DAL,2022-05-07,2022,1,WNBA,ATL,DAL,1.0,1.0,9.0,,,,0.4,5.0,2.0,4.0,1.0,2.0,2.0,,20.833333333333332,5.0,11.0,6.0,14.0,2.0,1.0
WNBA_202205110ATL,2022-05-11,2022,1,WNBA,LAS,ATL,,,6.0,,,,0.333,6.0,2.0,2.0,1.0,3.0,3.0,,18.616666666666667,2.0,7.0,7.0,8.0,,1.0
WNBA_202205130ATL,2022-05-13,2022,1,WNBA,LVA,ATL,1.0,,1.0,,,,0.667,6.0,4.0,4.0,,,,,16.166666666666668,4.0,-1.0,8.0,5.0,1.0,1.0
WNBA_202205150IND,2022-05-15,2022,1,WNBA,ATL,IND,,,5.0,,,,0.5,6.0,3.0,2.0,1.0,4.0,4.0,,18.066666666666666,,,10.0,5.0,,1.0
WNBA_202205290ATL,2022-05-29,2022,1,WNBA,PHO,ATL,,1.0,6.0,,,,0.333,3.0,1.0,1.0,1.0,2.0,2.0,,17.116666666666667,2.0,17.0,4.0,8.0,1.0,4.0
WNBA_202206010ATL,2022-06-01,2022,1,WNBA,MIN,ATL,2.0,1.0,5.0,,,,0.4,10.0,4.0,1.0,1.0,2.0,2.0,,23.483333333333334,4.0,24.0,10.0,9.0,1.0,1.0
WNBA_202206030ATL,2022-06-03,2022,1,WNBA,CHI,ATL,,,3.0,,,,0.333,6.0,2.0,1.0,1.0,2.0,2.0,,10.9,,,6.0,3.0,,2.0
WNBA_202206050ATL,2022-06-05,2022,1,WNBA,IND,ATL,1.0,1.0,4.0,,,,,2.0,,2.0,1.0,2.0,2.0,,11.916666666666666,2.0,2.0,2.0,6.0,,3.0
WNBA_202206070SEA,2022-06-07,2022,1,WNBA,ATL,SEA,2.0,,8.0,,,,0.714,7.0,5.0,3.0,0.5,2.0,1.0,,18.783333333333335,1.0,,11.0,9.0,1.0,2.0
WNBA_202206100PHO,2022-06-10,2022,1,WNBA,ATL,PHO,,,5.0,,,,0.25,4.0,1.0,2.0,,,,,12.65,1.0,-9.0,2.0,6.0,,
WNBA_202206150CON,2022-06-15,2022,1,WNBA,ATL,CON,1.0,1.0,5.0,,,,0.75,4.0,3.0,1.0,0.333,3.0,1.0,,22.416666666666668,2.0,-4.0,7.0,7.0,1.0,2.0
WNBA_202206170CHI,2022-06-17,2022,1,WNBA,ATL,CHI,,,1.0,,,,0.5,6.0,3.0,1.0,,,,,14.633333333333333,3.0,-15.0,6.0,4.0,2.0,1.0
WNBA_202206210ATL,2022-06-21,2022,1,WNBA,DAL,ATL,1.0,,4.0,,,,0.333,3.0,1.0,3.0,1.0,2.0,2.0,,19.816666666666666,1.0,6.0,4.0,5.0,,1.0
WNBA_202206240ATL,2022-06-24,2022,1,WNBA,NYL,ATL,,1.0,4.0,,,,,3.0,,3.0,,,,,15.1,1.0,-10.0,,5.0,,
WNBA_202206260ATL,2022-06-26,2022,1,WNBA,CON,ATL,1.0,1.0,5.0,,,,0.333,6.0,2.0,2.0,,,,,15.533333333333333,1.0,-2.0,4.0,6.0,2.0,1.0
WNBA_202206280WAS,2022-06-28,2022,1,WNBA,ATL,WAS,1.0,,2.0,,1.0,,0.667,6.0,4.0,6.0,,,,,18.55,,-9.0,8.0,2.0,1.0,2.0
WNBA_202206300NYL,2022-06-30,2022,1,WNBA,ATL,NYL,1.0,1.0,,,,,0.375,8.0,3.0,4.0,0.75,4.0,3.0,,18.066666666666666,2.0,-10.0,9.0,2.0,3.0,1.0
WNBA_202207030ATL,2022-07-03,2022,1,WNBA,SEA,ATL,4.0,,7.0,,,,0.2,5.0,1.0,3.0,0.667,6.0,4.0,,19.883333333333333,3.0,9.0,6.0,10.0,2.0,2.0
WNBA_202207060ATL,2022-07-06,2022,1,WNBA,WAS,ATL,4.0,,8.0,,,,0.667,6.0,4.0,4.0,0.5,4.0,2.0,,28.133333333333333,1.0,-15.0,10.0,9.0,2.0,
WNBA_202207120CHI,2022-07-12,2022,1,WNBA,ATL,CHI,2.0,,4.0,,,,0.5,6.0,3.0,,1.0,2.0,2.0,,19.55,3.0,3.0,8.0,7.0,,1.0
WNBA_202207150ATL,2022-07-15,2022,1,WNBA,CON,ATL,,,1.0,,,,1.0,1.0,1.0,,,,,,5.033333333333333,,-9.0,2.0,1.0,,
WNBA_202208120ATL,2022-08-12,2022,1,WNBA,NYL,ATL,2.0,,6.0,,,,0.5,2.0,1.0,1.0,0.333,6.0,2.0,,15.016666666666667,3.0,10.0,4.0,9.0,,1.0
WNBA_202208140NYL,2022-08-14,2022,1,WNBA,ATL,NYL,2.0,,2.0,,,,0.833,6.0,5.0,4.0,1.0,5.0,5.0,,20.283333333333335,4.0,-14.0,15.0,6.0,,3.0
WNBA_202305230MIN,2023-05-23,2023,1,WNBA,ATL,MIN,1.0,,3.0,,,,0.4,5.0,2.0,2.0,1.0,2.0,2.0,,18.933333333333334,1.0,12.0,6.0,4.0,,1.0
WNBA_202305280ATL,2023-05-28,2023,1,WNBA,IND,ATL,1.0,,2.0,,,,,2.0,,2.0,1.0,2.0,2.0,,12.25,1.0,-7.0,2.0,3.0,,2.0
WNBA_202305300ATL,2023-05-30,2023,1,WNBA,CHI,ATL,,1.0,1.0,,1.0,,0.286,7.0,2.0,,0.833,6.0,5.0,,16.166666666666668,2.0,5.0,9.0,3.0,,
WNBA_202306020ATL,2023-06-02,2023,1,WNBA,LVA,ATL,1.0,1.0,3.0,,,,0.333,6.0,2.0,4.0,,,,,15.016666666666667,1.0,-2.0,4.0,4.0,1.0,1.0
WNBA_202306090ATL,2023-06-09,2023,1,WNBA,NYL,ATL,1.0,,3.0,,,,0.333,3.0,1.0,,,,,,8.383333333333333,,-11.0,2.0,3.0,,3.0
WNBA_202306110ATL,2023-06-11,2023,1,WNBA,CON,ATL,,1.0,,,,,,1.0,,3.0,,,,,9.833333333333334,,-11.0,,,,
WNBA_202306130NYL,2023-06-13,2023,1,WNBA,ATL,NYL,,,3.0,,,,0.5,8.0,4.0,4.0,1.0,4.0,4.0,,21.733333333333334,4.0,14.0,12.0,7.0,1.0,
WNBA_202306150CON,2023-06-15,2023,1,WNBA,ATL,CON,,,2.0,,,,1.0,2.0,2.0,3.0,,,,,17.15,2.0,-9.0,4.0,4.0,,1.0
WNBA_202306180IND,2023-06-18,2023,1,WNBA,ATL,IND,,1.0,3.0,,,,,1.0,,2.0,,,,,10.166666666666666,,-13.0,,3.0,,1.0
WNBA_202306200DAL,2023-06-20,2023,1,WNBA,ATL,DAL,2.0,,4.0,,,,0.25,4.0,1.0,1.0,0.5,2.0,1.0,,12.916666666666666,3.0,-4.0,3.0,7.0,,1.0
WNBA_202306230ATL,2023-06-23,2023,1,WNBA,NYL,ATL,1.0,1.0,8.0,,,,0.75,4.0,3.0,3.0,1.0,1.0,1.0,,17.7,1.0,-20.0,7.0,9.0,1.0,2.0
WNBA_202306280WAS,2023-06-28,2023,1,WNBA,ATL,WAS,,,4.0,,,,,,,,1.0,4.0,4.0,,15.85,2.0,-4.0,4.0,6.0,,
WNBA_202306300ATL,2023-06-30,2023,1,WNBA,WAS,ATL,,,5.0,,,,0.6,5.0,3.0,3.0,1.0,3.0,3.0,,18.85,1.0,,9.0,6.0,1.0,
