game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,33.0,,,8.0,15.0,,4.0,,48.0,,,,,
NLL_2021_SEASON_TOTAL,,,1,,,,94.0,,,18.0,41.0,,10.0,,135.0,,,,,
NLL_2022_SEASON_TOTAL,,,1,,,,96.0,,,18.0,36.0,,6.0,,132.0,18.0,7.0,1.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,101.0,,,18.0,33.0,,8.0,,134.0,21.0,8.0,2.0,,
703331825,2025-10-29,2025,1,NLL,GEORGIA,BUFFALO,4.0,4.0,4.0,,4.0,4.0,,4.0,,,,,4.0,4.0
