game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105150WAS,2021-05-15,2021,1,WNBA,CHI,WAS,2.0,,8.0,0.5,2.0,1.0,0.545,11.0,6.0,2.0,0.857,7.0,6.0,,26.833333333333332,,12.0,19.0,8.0,2.0,2.0
WNBA_202105190ATL,2021-05-19,2021,1,WNBA,CHI,ATL,,,3.0,,2.0,,0.5,18.0,9.0,4.0,0.833,6.0,5.0,,28.816666666666666,1.0,19.0,23.0,4.0,2.0,2.0
WNBA_202105230CHI,2021-05-23,2021,1,WNBA,NYL,CHI,1.0,,1.0,,1.0,,0.308,13.0,4.0,3.0,1.0,1.0,1.0,,32.15,,-7.0,9.0,1.0,2.0,
WNBA_202105250CHI,2021-05-25,2021,1,WNBA,ATL,CHI,3.0,,3.0,0.667,3.0,2.0,0.545,11.0,6.0,4.0,1.0,7.0,7.0,,36.31666666666667,,-11.0,21.0,3.0,,4.0
WNBA_202105280CHI,2021-05-28,2021,1,WNBA,LAS,CHI,2.0,,3.0,0.333,3.0,1.0,0.455,11.0,5.0,4.0,,,,,37.68333333333333,,-12.0,11.0,3.0,2.0,4.0
WNBA_202105300CHI,2021-05-30,2021,1,WNBA,LAS,CHI,2.0,,3.0,0.2,5.0,1.0,0.286,14.0,4.0,3.0,1.0,2.0,2.0,,42.9,2.0,-3.0,11.0,5.0,2.0,5.0
WNBA_202106010CHI,2021-06-01,2021,1,WNBA,PHO,CHI,2.0,,3.0,,1.0,,0.333,12.0,4.0,2.0,,,,,33.583333333333336,1.0,10.0,8.0,4.0,,1.0
WNBA_202106030PHO,2021-06-03,2021,1,WNBA,CHI,PHO,4.0,,4.0,0.25,4.0,1.0,0.308,13.0,4.0,3.0,0.833,6.0,5.0,,34.416666666666664,4.0,2.0,14.0,8.0,,2.0
WNBA_202106050LAS,2021-06-05,2021,1,WNBA,CHI,LAS,2.0,,3.0,0.667,3.0,2.0,0.385,13.0,5.0,1.0,0.75,4.0,3.0,,34.43333333333333,4.0,1.0,15.0,7.0,1.0,3.0
WNBA_202106090CHI,2021-06-09,2021,1,WNBA,IND,CHI,2.0,,2.0,0.333,3.0,1.0,0.333,9.0,3.0,4.0,1.0,4.0,4.0,,26.95,2.0,1.0,11.0,4.0,2.0,2.0
WNBA_202106120IND,2021-06-12,2021,1,WNBA,CHI,IND,,1.0,1.0,0.5,4.0,2.0,0.4,10.0,4.0,3.0,1.0,4.0,4.0,,33.2,1.0,9.0,14.0,2.0,2.0,2.0
WNBA_202106150MIN,2021-06-15,2021,1,WNBA,CHI,MIN,1.0,,1.0,,1.0,,0.556,9.0,5.0,5.0,0.75,8.0,6.0,,29.55,,10.0,16.0,1.0,3.0,2.0
WNBA_202106170CHI,2021-06-17,2021,1,WNBA,CON,CHI,,1.0,6.0,0.333,3.0,1.0,0.5,14.0,7.0,2.0,0.75,4.0,3.0,,34.666666666666664,2.0,-1.0,18.0,8.0,,2.0
WNBA_202106190CHI,2021-06-19,2021,1,WNBA,CON,CHI,2.0,,8.0,,3.0,,0.333,9.0,3.0,4.0,1.0,2.0,2.0,,31.15,1.0,8.0,8.0,9.0,1.0,3.0
WNBA_202106220NYL,2021-06-22,2021,1,WNBA,CHI,NYL,,,5.0,,2.0,,0.455,11.0,5.0,4.0,,,,,28.133333333333333,1.0,21.0,10.0,6.0,1.0,3.0
WNBA_202106240NYL,2021-06-24,2021,1,WNBA,CHI,NYL,3.0,,6.0,,1.0,,0.571,14.0,8.0,4.0,1.0,2.0,2.0,,26.933333333333334,1.0,19.0,18.0,7.0,,2.0
