game_id,date,season,week,league,away,home,completions,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_XFL_2020_2_8_SEA@DC,2020-02-08,2020,1,XFL,SEA,DC,,,1.0,,,,,
FOOTBALL_XFL_2020_2_29_SEA@STL,2020-02-29,2020,4,XFL,SEA,STL,5.0,1.0,10.0,1.0,100.0,7.0,,84.0
FOOTBALL_XFL_2020_3_7_SEA@HOU,2020-03-07,2020,5,XFL,SEA,HOU,14.0,,22.0,,114.0,10.0,2.0,30.0
