game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2021-09-02-1275269,2021-09-02,2021,1,T20I,Luxembourg,Bulgaria,21.0,1.0,0.0,9.0,25.0,2.0,24.0,0.0,0.0,34.0,2.0,7.0,1.0
cricket-t20i-2021-09-03-1275271,2021-09-03,2021,1,T20I,Bulgaria,Malta,7.0,1.0,0.0,6.0,5.0,0.0,6.0,0.0,0.0,14.0,0.0,2.0,1.0
cricket-t20i-2022-06-24-1317136,2022-06-24,2022,1,T20I,Serbia,Bulgaria,2.0,2.0,1.0,6.0,8.0,0.0,18.0,0.0,0.0,24.0,1.0,1.0,1.0
cricket-t20i-2022-06-25-1317137,2022-06-25,2022,1,T20I,Serbia,Bulgaria,1.0,0.0,1.0,7.0,6.0,1.0,24.0,0.0,0.0,28.0,2.0,4.0,1.0
cricket-t20i-2022-06-25-1317138,2022-06-25,2022,1,T20I,Serbia,Bulgaria,,,,,,,18.0,0.0,0.0,20.0,2.0,0.0,1.0
cricket-t20i-2022-06-26-1317139,2022-06-26,2022,1,T20I,Serbia,Bulgaria,1.0,1.0,1.0,6.0,4.0,0.0,18.0,0.0,0.0,34.0,0.0,5.0,1.0
cricket-t20i-2022-07-08-1323550,2022-07-08,2022,1,T20I,Bulgaria,Serbia,1.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,25.0,0.0,3.0,1.0
cricket-t20i-2022-07-09-1323551,2022-07-09,2022,1,T20I,Bulgaria,Serbia,8.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,0.0,34.0,0.0,3.0,1.0
cricket-t20i-2022-07-09-1323552,2022-07-09,2022,1,T20I,Bulgaria,Serbia,34.0,5.0,0.0,5.0,50.0,3.0,,,,,,,1.0
cricket-t20i-2022-07-24-1321283,2022-07-24,2022,1,T20I,Guernsey,Bulgaria,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,1.0
cricket-t20i-2022-07-31-1321301,2022-07-31,2022,1,T20I,Bulgaria,Czech Republic,11.0,1.0,0.0,2.0,10.0,0.0,18.0,0.0,0.0,18.0,0.0,1.0,1.0
