game_id,date,season,week,league,away,home,assist_tackles,int_avg,int_long,int_tds,int_yards,interceptions_made,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,solo_tackles
FOOTBALL_AAF_2019_2_10_MEM@BIR,2019-02-10,2019,1,AAF,MEM,BIR,,,,,,,44.0,49.0,0.0,132.0,3.0,0.0,2.0,
FOOTBALL_AAF_2019_2_16_SL@BIR,2019-02-16,2019,2,AAF,SL,BIR,,,,,,,41.6,52.0,1.0,291.0,7.0,0.0,3.0,
FOOTBALL_AAF_2019_2_24_BIR@ATL,2019-02-24,2019,3,AAF,BIR,ATL,,,,,,,49.2,57.0,1.0,246.0,5.0,0.0,3.0,
FOOTBALL_AAF_2019_3_3_SA@BIR,2019-03-03,2019,4,AAF,SA,BIR,,,,,,,48.5,59.0,1.0,291.0,6.0,0.0,4.0,
FOOTBALL_AAF_2019_3_9_ORL@BIR,2019-03-09,2019,5,AAF,ORL,BIR,,,,,,,46.6,65.0,0.0,233.0,5.0,0.0,2.0,
FOOTBALL_AAF_2019_3_17_BIR@SD,2019-03-17,2019,6,AAF,BIR,SD,,,,,,,45.2,58.0,1.0,271.0,6.0,0.0,2.0,
FOOTBALL_AAF_2019_3_24_BIR@MEM,2019-03-24,2019,7,AAF,BIR,MEM,0.0,0.0,0.0,0.0,0.0,0.0,47.6,59.0,0.0,238.0,5.0,0.0,0.0,1.0
FOOTBALL_AAF_2019_3_31_ATL@BIR,2019-03-31,2019,8,AAF,ATL,BIR,,,,,,,46.0,56.0,1.0,322.0,7.0,0.0,4.0,
