game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140ATL,2021-05-14,2021,1,WNBA,CON,ATL,3.0,1.0,7.0,0.333,6.0,2.0,0.333,6.0,2.0,3.0,0.6,5.0,3.0,,28.516666666666666,1.0,15.0,9.0,8.0,1.0,3.0
WNBA_202105160CON,2021-05-16,2021,1,WNBA,PHO,CON,1.0,,2.0,0.6,5.0,3.0,0.5,12.0,6.0,6.0,0.667,3.0,2.0,,34.95,,4.0,17.0,2.0,4.0,1.0
WNBA_202105190CON,2021-05-19,2021,1,WNBA,IND,CON,6.0,,3.0,0.375,8.0,3.0,0.533,15.0,8.0,3.0,,2.0,,,33.45,,29.0,19.0,3.0,3.0,1.0
WNBA_202105210PHO,2021-05-21,2021,1,WNBA,CON,PHO,3.0,,4.0,0.25,8.0,2.0,0.4,10.0,4.0,1.0,1.0,2.0,2.0,,33.78333333333333,,18.0,12.0,4.0,1.0,1.0
WNBA_202105230LVA,2021-05-23,2021,1,WNBA,CON,LVA,1.0,,4.0,0.167,6.0,1.0,0.167,12.0,2.0,1.0,,,,,34.21666666666667,,10.0,5.0,4.0,1.0,
WNBA_202105250SEA,2021-05-25,2021,1,WNBA,CON,SEA,4.0,1.0,1.0,0.8,5.0,4.0,0.625,8.0,5.0,2.0,,,,,36.53333333333333,,-2.0,14.0,1.0,1.0,3.0
WNBA_202105280CON,2021-05-28,2021,1,WNBA,WAS,CON,2.0,,,0.2,5.0,1.0,0.167,6.0,1.0,3.0,1.0,2.0,2.0,,26.766666666666666,,-6.0,5.0,,3.0,1.0
WNBA_202105300MIN,2021-05-30,2021,1,WNBA,CON,MIN,1.0,1.0,1.0,,3.0,,,3.0,,2.0,1.0,2.0,2.0,,16.266666666666666,,-7.0,2.0,1.0,1.0,1.0
WNBA_202106010CON,2021-06-01,2021,1,WNBA,LVA,CON,,,,0.25,4.0,1.0,0.5,6.0,3.0,1.0,,,,,15.666666666666666,,-6.0,7.0,,,
WNBA_202106050CON,2021-06-05,2021,1,WNBA,NYL,CON,2.0,,1.0,0.2,5.0,1.0,0.375,8.0,3.0,3.0,,2.0,,,22.1,2.0,4.0,7.0,3.0,2.0,
WNBA_202106130CON,2021-06-13,2021,1,WNBA,SEA,CON,2.0,,3.0,0.5,4.0,2.0,0.4,5.0,2.0,,,,,,26.716666666666665,,-17.0,6.0,3.0,,2.0
WNBA_202106170CHI,2021-06-17,2021,1,WNBA,CON,CHI,1.0,,,1.0,1.0,1.0,0.833,6.0,5.0,,1.0,2.0,2.0,,15.3,,,13.0,,,1.0
WNBA_202106190CHI,2021-06-19,2021,1,WNBA,CON,CHI,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,12.266666666666667,,-4.0,3.0,3.0,,1.0
WNBA_202106220CON,2021-06-22,2021,1,WNBA,DAL,CON,2.0,,,,3.0,,,3.0,,2.0,,,,,12.35,,-4.0,,,,
WNBA_202106270CON,2021-06-27,2021,1,WNBA,CHI,CON,2.0,,3.0,0.25,4.0,1.0,0.167,6.0,1.0,4.0,0.5,2.0,1.0,,17.233333333333334,1.0,1.0,4.0,4.0,,2.0
WNBA_202106290WAS,2021-06-29,2021,1,WNBA,CON,WAS,2.0,,3.0,0.5,6.0,3.0,0.556,9.0,5.0,1.0,1.0,2.0,2.0,,22.466666666666665,,6.0,15.0,3.0,1.0,1.0
WNBA_202107010IND,2021-07-01,2021,1,WNBA,CON,IND,2.0,1.0,2.0,0.333,3.0,1.0,0.25,4.0,1.0,2.0,,,,,19.316666666666666,1.0,-3.0,3.0,3.0,1.0,2.0
WNBA_202107030IND,2021-07-03,2021,1,WNBA,CON,IND,2.0,,1.0,0.5,8.0,4.0,0.333,12.0,4.0,3.0,,,,,20.6,1.0,-2.0,12.0,2.0,,
WNBA_202107090CON,2021-07-09,2021,1,WNBA,ATL,CON,5.0,,2.0,,3.0,,,3.0,,1.0,0.5,4.0,2.0,,17.2,,-4.0,2.0,2.0,,1.0
WNBA_202107110NYL,2021-07-11,2021,1,WNBA,CON,NYL,1.0,,2.0,0.5,6.0,3.0,0.333,9.0,3.0,4.0,,,,,19.516666666666666,,-10.0,9.0,2.0,2.0,1.0
WNBA_202108150DAL,2021-08-15,2021,1,WNBA,CON,DAL,,,2.0,0.5,4.0,2.0,0.4,5.0,2.0,1.0,,,,,15.566666666666666,,5.0,6.0,2.0,1.0,1.0
WNBA_202108170CON,2021-08-17,2021,1,WNBA,MIN,CON,,,,1.0,1.0,1.0,0.5,2.0,1.0,,,,,,11.45,,,3.0,,,1.0
WNBA_202108190CON,2021-08-19,2021,1,WNBA,MIN,CON,2.0,,1.0,0.667,3.0,2.0,0.667,3.0,2.0,1.0,0.5,2.0,1.0,,20.0,,3.0,7.0,1.0,1.0,1.0
WNBA_202108240CON,2021-08-24,2021,1,WNBA,LVA,CON,2.0,,2.0,,,,,1.0,,3.0,,,,,13.4,,10.0,,2.0,,
WNBA_202108260CON,2021-08-26,2021,1,WNBA,LAS,CON,,,,,1.0,,,2.0,,1.0,,,,,4.133333333333334,,-5.0,,,,
WNBA_202108280CON,2021-08-28,2021,1,WNBA,LAS,CON,1.0,,4.0,0.333,3.0,1.0,0.333,3.0,1.0,5.0,0.5,2.0,1.0,,13.7,,-1.0,4.0,4.0,,
WNBA_202108310WAS,2021-08-31,2021,1,WNBA,CON,WAS,1.0,,1.0,0.5,2.0,1.0,0.333,3.0,1.0,2.0,,,,,11.566666666666666,,-9.0,3.0,1.0,,1.0
WNBA_202109070DAL,2021-09-07,2021,1,WNBA,CON,DAL,2.0,1.0,,0.2,5.0,1.0,0.444,9.0,4.0,1.0,0.667,6.0,4.0,,19.933333333333334,,10.0,13.0,,,2.0
WNBA_202109090LAS,2021-09-09,2021,1,WNBA,CON,LAS,,,,1.0,1.0,1.0,0.333,3.0,1.0,1.0,0.8,5.0,4.0,,14.133333333333333,,2.0,7.0,,2.0,2.0
WNBA_202109110PHO,2021-09-11,2021,1,WNBA,CON,PHO,,,,0.667,3.0,2.0,0.5,6.0,3.0,1.0,,,,,13.433333333333334,,6.0,8.0,,,
WNBA_202109150CON,2021-09-15,2021,1,WNBA,NYL,CON,5.0,,,0.6,5.0,3.0,0.5,6.0,3.0,1.0,1.0,2.0,2.0,,19.983333333333334,,28.0,11.0,,2.0,
WNBA_202109190CON,2021-09-19,2021,1,WNBA,ATL,CON,3.0,,1.0,0.5,6.0,3.0,0.5,8.0,4.0,,1.0,5.0,5.0,,21.4,1.0,9.0,16.0,2.0,,
WNBA_202109280CON,2021-09-28,2021,1,WNBA,CHI,CON,2.0,1.0,,0.667,3.0,2.0,0.333,6.0,2.0,2.0,1.0,3.0,3.0,,14.05,1.0,7.0,9.0,1.0,1.0,1.0
WNBA_202109300CON,2021-09-30,2021,1,WNBA,CHI,CON,5.0,1.0,1.0,0.5,2.0,1.0,0.667,3.0,2.0,,0.5,2.0,1.0,,19.816666666666666,,13.0,6.0,1.0,,
WNBA_202110030CHI,2021-10-03,2021,1,WNBA,CON,CHI,3.0,,,0.25,4.0,1.0,0.333,6.0,2.0,,,,,,12.85,,-2.0,5.0,,,
WNBA_202110060CHI,2021-10-06,2021,1,WNBA,CON,CHI,2.0,,,0.833,6.0,5.0,0.714,7.0,5.0,,0.5,2.0,1.0,,25.25,1.0,4.0,16.0,1.0,2.0,1.0
WNBA_202205070NYL,2022-05-07,2022,1,WNBA,CON,NYL,6.0,,3.0,,1.0,,0.4,5.0,2.0,1.0,1.0,1.0,1.0,,17.416666666666668,,4.0,5.0,3.0,1.0,2.0
WNBA_202205140CON,2022-05-14,2022,1,WNBA,LAS,CON,,,2.0,0.2,5.0,1.0,0.167,6.0,1.0,1.0,,,,,14.633333333333333,,8.0,3.0,2.0,,2.0
WNBA_202205170NYL,2022-05-17,2022,1,WNBA,CON,NYL,3.0,,3.0,0.5,4.0,2.0,0.556,9.0,5.0,3.0,1.0,3.0,3.0,,22.183333333333334,,24.0,15.0,3.0,3.0,1.0
WNBA_202205200CON,2022-05-20,2022,1,WNBA,IND,CON,4.0,,1.0,0.4,5.0,2.0,0.375,8.0,3.0,1.0,0.667,3.0,2.0,,22.616666666666667,,8.0,10.0,1.0,4.0,
WNBA_202205220IND,2022-05-22,2022,1,WNBA,CON,IND,5.0,,2.0,0.75,4.0,3.0,0.375,8.0,3.0,,,,,,23.383333333333333,,9.0,9.0,2.0,1.0,
WNBA_202205240CON,2022-05-24,2022,1,WNBA,DAL,CON,2.0,,,0.4,5.0,2.0,0.5,8.0,4.0,3.0,1.0,1.0,1.0,,18.316666666666666,,-9.0,11.0,,,
WNBA_202205260CON,2022-05-26,2022,1,WNBA,DAL,CON,6.0,,2.0,0.571,7.0,4.0,0.5,10.0,5.0,1.0,0.75,4.0,3.0,,31.15,1.0,36.0,17.0,3.0,3.0,1.0
WNBA_202205280CON,2022-05-28,2022,1,WNBA,WAS,CON,2.0,,3.0,,2.0,,0.5,8.0,4.0,2.0,,,,,28.083333333333332,,8.0,8.0,3.0,1.0,1.0
WNBA_202205310LVA,2022-05-31,2022,1,WNBA,CON,LVA,4.0,,2.0,0.286,7.0,2.0,0.333,9.0,3.0,2.0,,,,,23.516666666666666,,-10.0,8.0,2.0,1.0,1.0
WNBA_202206020LVA,2022-06-02,2022,1,WNBA,CON,LVA,6.0,,,0.25,4.0,1.0,0.333,9.0,3.0,3.0,1.0,2.0,2.0,,24.05,,-1.0,9.0,,,2.0
WNBA_202206030PHO,2022-06-03,2022,1,WNBA,CON,PHO,2.0,,3.0,0.6,5.0,3.0,0.5,6.0,3.0,2.0,,,,,23.216666666666665,,-8.0,9.0,3.0,,1.0
WNBA_202206050SEA,2022-06-05,2022,1,WNBA,CON,SEA,1.0,,,,1.0,,,1.0,,,,,,,12.0,,-14.0,,,,2.0
WNBA_202206080CON,2022-06-08,2022,1,WNBA,IND,CON,,1.0,3.0,0.2,5.0,1.0,0.167,6.0,1.0,2.0,,,,,27.383333333333333,,20.0,3.0,3.0,1.0,2.0
WNBA_202206100CON,2022-06-10,2022,1,WNBA,CHI,CON,3.0,,2.0,,2.0,,0.571,7.0,4.0,3.0,0.5,2.0,1.0,,23.066666666666666,,-6.0,9.0,2.0,2.0,1.0
