game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,4.0,9.0,,6.0,,7.0,10.0,12.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,3.0,5.0,36.0,7.0,19.0,5.0,65.0,10.0
