game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,6.0,3.0,15.0,3.0,36.0,-3.0,97.0,15.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,2.0,,14.0,4.0,8.0,4.0,20.0,2.0
