game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_9_ATL@ORL,2019-02-09,2019,1,AAF,ATL,ORL,4.0,,,,,,1.0,7.0,0.0,38.0,,,
FOOTBALL_AAF_2019_3_3_ATL@ARI,2019-03-03,2019,4,AAF,ATL,ARI,20.0,,,,,,0.0,33.0,0.0,254.0,7.0,0.0,54.0
FOOTBALL_AAF_2019_3_10_MEM@ATL,2019-03-10,2019,5,AAF,MEM,ATL,27.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,1.0,306.0,3.0,0.0,13.0
FOOTBALL_AAF_2019_3_17_SA@ATL,2019-03-17,2019,6,AAF,SA,ATL,30.0,0.0,0.0,2.0,0.0,0.0,3.0,41.0,1.0,215.0,4.0,0.0,14.0
FOOTBALL_AAF_2019_3_23_ORL@ATL,2019-03-23,2019,7,AAF,ORL,ATL,16.0,,,,,,2.0,22.0,1.0,135.0,2.0,0.0,7.0
FOOTBALL_AAF_2019_3_31_ATL@BIR,2019-03-31,2019,8,AAF,ATL,BIR,6.0,,,,,,1.0,13.0,0.0,100.0,3.0,0.0,8.0
FOOTBALL_XFL_2020_2_9_TB@NY,2020-02-09,2020,1,XFL,TB,NY,16.0,,,,,,2.0,34.0,,231.0,,,
