game_id,date,season,week,league,away,home,kick_returns,kr_avg,kr_tds,kr_yards,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
CORPUSCHRISTI-NASHVILLE-0614,2025-06-14,2025,14,AF1,NASHVILLE,CORPUS CHRISTI,,,,,,,,,0.0,34.0,3.0,,,,,,,,
FOOTBALL_AF1_2026_4_12_T606163G1168202@T584747,2026-04-12,2026,1,AF1,Michigan Arsenal,Kentucky Barrels,2.0,9.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,19.0,1.0,0.0,,,,,,,
SYNTHETIC_50YARD_2026_W1_MICHIGANARSENAL,2026-05-02,2026,1,50YARD,Oregon Lightning,Michigan Arsenal,,,,,,,,,1.0,58.0,4.0,,,,,,,,6.0
FOOTBALL_AF1_2026_5_2_T584638G1168213@T606163,2026-05-02,2026,4,AF1,Oregon Lightning,Michigan Arsenal,,,,,15.0,23.0,0.0,0.0,1.0,58.0,4.0,,6.0,6.0,0.0,1.0,0.0,0.0,6.0
