game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2024_W2_WPG,,2024,2,CFL,,,0.0,111.0,3.0
SYNTHETIC_CFL_2024_W16_WPG,,2024,16,CFL,,,0.0,43.0,3.0
SYNTHETIC_CFL_2024_W17_WPG,,2024,17,CFL,,,1.0,80.0,3.0
SYNTHETIC_CFL_2024_W19_WPG,,2024,19,CFL,,,0.0,32.0,3.0
SYNTHETIC_CFL_2024_W21_WPG,,2024,21,CFL,,,0.0,7.0,1.0
SYNTHETIC_CFL_2025_W2_WPG,,2025,2,CFL,,,1.0,127.0,5.0
SYNTHETIC_CFL_2025_W3_WPG,,2025,3,CFL,,,0.0,86.0,6.0
SYNTHETIC_CFL_2025_W4_WPG,,2025,4,CFL,,,1.0,62.0,3.0
SYNTHETIC_CFL_2025_W5_WPG,,2025,5,CFL,,,0.0,8.0,1.0
SYNTHETIC_CFL_2025_W7_WPG,,2025,7,CFL,,,0.0,64.0,6.0
SYNTHETIC_CFL_2025_W8_WPG,,2025,8,CFL,,,0.0,23.0,3.0
SYNTHETIC_CFL_2025_W9_WPG,,2025,9,CFL,,,0.0,18.0,3.0
SYNTHETIC_CFL_2025_W10_WPG,,2025,10,CFL,,,0.0,7.0,1.0
SYNTHETIC_CFL_2025_W11_WPG,,2025,11,CFL,,,0.0,68.0,4.0
SYNTHETIC_CFL_2025_W12_WPG,,2025,12,CFL,,,0.0,64.0,3.0
SYNTHETIC_CFL_2025_W13_WPG,,2025,13,CFL,,,1.0,36.0,2.0
SYNTHETIC_CFL_2025_W14_WPG,,2025,14,CFL,,,0.0,6.0,1.0
SYNTHETIC_CFL_2025_W15_WPG,,2025,15,CFL,,,1.0,50.0,2.0
SYNTHETIC_CFL_2025_W20_WPG,,2025,20,CFL,,,0.0,23.0,1.0
SYNTHETIC_CFL_2025_W21_WPG,,2025,21,CFL,,,0.0,13.0,1.0
