game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_made,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_td,ret_yds,rush_att,rush_lg,rush_td,rush_yds,rushing_tds,rushing_yards,sacks,score_kr,score_p,score_pr,score_pts,score_r,score_tot,tackles
FOOTBALL_CFL_2019_10_19_WPG@CGY,2019-10-19,2019,1,CFL,WPG,CGY,1.0,1.0,,,,,15.0,4.0,7.0,,11.0,38.0,7.0,1.0,,7.0,1.0,,1.0,25.0,,,,,,,6.0,1.0,1.0,
FOOTBALL_CFL_2019_10_5_WPG@SSK,2019-10-05,2019,1,CFL,WPG,SSK,,,,,,,22.0,3.0,8.0,,18.0,29.0,22.0,1.0,,41.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_6_15_WPG@BC,2019-06-15,2019,1,CFL,WPG,BC,,,,,,,3.0,1.0,3.0,,,3.0,,,,,1.0,4.0,,4.0,,,,,,,,,,
FOOTBALL_CFL_2019_6_27_EDM@WPG,2019-06-27,2019,1,CFL,EDM,WPG,2.0,2.0,,,,,,7.0,7.0,2.0,100.0,155.0,,,,,1.0,-2.0,,-2.0,,,,,2.0,,12.0,,2.0,
FOOTBALL_CFL_2019_7_12_TOR@WPG,2019-07-12,2019,1,CFL,TOR,WPG,,,,,,,13.0,6.0,7.0,,30.0,38.0,104.0,2.0,1.0,134.0,2.0,19.0,,27.0,,,,1.0,,,6.0,,1.0,
FOOTBALL_CFL_2019_7_19_OTT@WPG,2019-07-19,2019,1,CFL,OTT,WPG,,,,,,,16.0,5.0,6.0,,47.0,55.0,,,,,1.0,5.0,,5.0,,,,,,,,,,
FOOTBALL_CFL_2019_7_26_WPG@HAM,2019-07-26,2019,1,CFL,WPG,HAM,,,,,,,10.0,2.0,4.0,,6.0,17.0,30.0,4.0,,84.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_7_5_WPG@OTT,2019-07-05,2019,1,CFL,WPG,OTT,,,,,,,16.0,1.0,3.0,,,16.0,8.0,,,8.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_15_BC@WPG,2019-08-15,2019,1,CFL,BC,WPG,,,,,,,20.0,3.0,3.0,,23.0,30.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_1_WPG@TOR,2019-08-01,2019,1,CFL,WPG,TOR,,,,,,,11.0,3.0,4.0,,4.0,13.0,26.0,4.0,,83.0,1.0,13.0,,13.0,,,,,,,,,,
FOOTBALL_CFL_2019_8_23_WPG@EDM,2019-08-23,2019,1,CFL,WPG,EDM,,,,,,,14.0,2.0,2.0,,4.0,18.0,28.0,1.0,,39.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_8_CGY@WPG,2019-08-08,2019,1,CFL,CGY,WPG,,,,,,,23.0,3.0,3.0,,27.0,33.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_1_WPG@SSK,2019-09-01,2019,1,CFL,WPG,SSK,,,,,,,6.0,4.0,4.0,,13.0,16.0,28.0,1.0,,28.0,2.0,12.0,,20.0,,,,,,,,,,
FOOTBALL_CFL_2019_9_21_WPG@MTL,2019-09-21,2019,1,CFL,WPG,MTL,,,,,,,11.0,5.0,5.0,,22.0,33.0,32.0,4.0,,112.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_27_HAM@WPG,2019-09-27,2019,1,CFL,HAM,WPG,,,,,,,18.0,3.0,6.0,,17.0,27.0,33.0,2.0,,60.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_1_WPG@BC,2021-10-01,2021,1,CFL,WPG,BC,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,
FOOTBALL_CFL_2021_10_30_BC@TOR,2021-10-30,2021,1,CFL,BC,TOR,,,,,,,13.0,2.0,6.0,,1.0,20.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_11_12_CGY@BC,2021-11-12,2021,1,CFL,CGY,BC,,,,,,,19.0,7.0,8.0,,38.0,57.0,,2.0,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_11_19_EDM@BC,2021-11-19,2021,1,CFL,EDM,BC,1.0,1.0,,,,,39.0,6.0,8.0,,47.0,92.0,,1.0,1.0,79.0,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_11_5_BC@HAM,2021-11-05,2021,1,CFL,BC,HAM,,,,,,,14.0,9.0,13.0,,22.0,98.0,19.0,1.0,,19.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_12_BC@CGY,2021-08-12,2021,1,CFL,BC,CGY,,,,,,,43.0,6.0,6.0,,47.0,108.0,,,,,1.0,11.0,,11.0,,,,,,,,,,
FOOTBALL_CFL_2021_8_19_EDM@BC,2021-08-19,2021,1,CFL,EDM,BC,,,,,,,17.0,4.0,5.0,,12.0,31.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_28_BC@OTT,2021-08-28,2021,1,CFL,BC,OTT,,,,,,,16.0,6.0,9.0,,17.0,64.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_6_BC@SSK,2021-08-06,2021,1,CFL,BC,SSK,,,,,,,,5.0,8.0,1.0,73.0,136.0,,,,,,,,,,,,,1.0,,6.0,,1.0,
FOOTBALL_CFL_2021_9_11_OTT@BC,2021-09-11,2021,1,CFL,OTT,BC,,,,,,,63.0,3.0,3.0,,29.0,82.0,10.0,2.0,1.0,19.0,,,,,,,,,,,6.0,,1.0,
FOOTBALL_CFL_2021_9_18_BC@MTL,2021-09-18,2021,1,CFL,BC,MTL,,,,,,,,6.0,6.0,1.0,70.0,133.0,2.0,1.0,,2.0,,,,,,,,,1.0,,6.0,,1.0,
FOOTBALL_CFL_2021_9_24_SSK@BC,2021-09-24,2021,1,CFL,SSK,BC,,,,,,,,6.0,9.0,2.0,91.0,111.0,11.0,1.0,,30.0,,,,,,,,,2.0,,12.0,,2.0,
FOOTBALL_CFL_2022_10_28_BC@WPG,2022-10-28,2022,1,CFL,BC,WPG,,,,,,,12.0,5.0,9.0,,9.0,45.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_6_11_EDM@BC,2022-06-11,2022,1,CFL,EDM,BC,,,,,,,44.0,6.0,6.0,,66.0,110.0,9.0,4.0,,20.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_6_25_TOR@BC,2022-06-25,2022,1,CFL,TOR,BC,,,,,,,15.0,9.0,10.0,,41.0,87.0,13.0,2.0,,14.0,1.0,3.0,,3.0,,,,,,,,,,
FOOTBALL_CFL_2022_6_30_BC@OTT,2022-06-30,2022,1,CFL,BC,OTT,1.0,1.0,,,,,14.0,5.0,7.0,,8.0,40.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_7_21_HAM@BC,2022-07-21,2022,1,CFL,HAM,BC,,,,,,,43.0,8.0,9.0,1.0,14.0,111.0,5.0,3.0,,12.0,,,,,,,,,1.0,,6.0,,1.0,
FOOTBALL_CFL_2022_7_29_BC@SSK,2022-07-29,2022,1,CFL,BC,SSK,,,,,,,16.0,5.0,7.0,,26.0,35.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_7_9_WPG@BC,2022-07-09,2022,1,CFL,WPG,BC,1.0,1.0,,,,,8.0,2.0,4.0,,1.0,14.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_8_13_BC@CGY,2022-08-13,2022,1,CFL,BC,CGY,,,,,,,32.0,7.0,9.0,,20.0,57.0,6.0,2.0,,10.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_8_19_BC@SSK,2022-08-19,2022,1,CFL,BC,SSK,,,,,,,,9.0,11.0,1.0,81.0,136.0,,,,,,,,,,,,,1.0,,6.0,,1.0,
FOOTBALL_CFL_2022_8_26_SSK@BC,2022-08-26,2022,1,CFL,SSK,BC,,,,,,,28.0,3.0,7.0,,13.0,48.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_8_6_EDM@BC,2022-08-06,2022,1,CFL,EDM,BC,,,,,,,,6.0,7.0,1.0,74.0,148.0,13.0,3.0,,30.0,,,,,,,,,1.0,,6.0,,1.0,
FOOTBALL_CFL_2022_9_17_BC@CGY,2022-09-17,2022,1,CFL,BC,CGY,,,,,,,8.0,4.0,6.0,,11.0,24.0,,,,,1.0,-1.0,,-1.0,,,,,,,,,,
FOOTBALL_CFL_2022_9_24_CGY@BC,2022-09-24,2022,1,CFL,CGY,BC,,,,,,,20.0,3.0,4.0,,11.0,40.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_9_30_OTT@BC,2022-09-30,2022,1,CFL,OTT,BC,,,,,,,54.0,3.0,5.0,,16.0,87.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2022_9_9_BC@MTL,2022-09-09,2022,1,CFL,BC,MTL,,,,,,,10.0,3.0,7.0,,13.0,29.0,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W1_BC,,2022,1,CFL,,,,,,0.0,110.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W4_BC,,2022,4,CFL,,,,,,0.0,40.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W5_BC,,2022,5,CFL,,,,,,0.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
6235,2022-07-21,2022,7,CFL,HAM,BC,,,,1.0,111.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
6239,2022-07-29,2022,8,CFL,BC,SSK,,,,0.0,35.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
6245,2022-08-06,2022,9,CFL,EDM,BC,,,,1.0,148.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
6248,2022-08-13,2022,10,CFL,BC,CGY,,,,0.0,57.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
6251,2022-08-19,2022,11,CFL,BC,SSK,,,,1.0,136.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
6262,2022-09-09,2022,14,CFL,BC,MTL,,,,0.0,29.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
6268,2022-09-17,2022,15,CFL,BC,CGY,,,,0.0,24.0,4.0,,,,,,,,,,,,,,,0.0,-1.0,,,,,,,,
6271,2022-09-24,2022,16,CFL,CGY,BC,,,,0.0,40.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
6273,2022-09-30,2022,17,CFL,OTT,BC,,,,0.0,87.0,3.0,,,,,,,,,,,,,,,0.0,7.0,,,,,,,,
6288,2022-10-28,2022,21,CFL,BC,WPG,,,,0.0,45.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
9889283,2023-06-08,2023,1,CFL,BC,CGY,,,,0.0,16.0,2.0,,,,,,,,,,,,,,,0.0,12.0,,,,,,,,
9889291,2023-06-22,2023,3,CFL,BC,WPG,,,,0.0,72.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
9889301,2023-07-09,2023,5,CFL,MTL,BC,,,,0.0,38.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
9889308,2023-07-22,2023,7,CFL,SSK,BC,,,,0.0,31.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
9889312,2023-07-29,2023,8,CFL,BC,EDM,,,,0.0,54.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
9889314,2023-08-03,2023,9,CFL,BC,WPG,,,,0.0,39.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
9889320,2023-08-12,2023,10,CFL,CGY,BC,,,,1.0,29.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
9889325,2023-08-20,2023,11,CFL,BC,SSK,,,,1.0,122.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
9889328,2023-08-26,2023,12,CFL,HAM,BC,,,0.0,0.0,27.0,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0
