game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_10_SL@ARI,2019-02-10,2019,1,AAF,SL,ARI,10.0,,,,,,1.0,22.0,1.0,103.0,1.0,0.0,5.0
FOOTBALL_AAF_2019_2_23_ARI@SL,2019-02-23,2019,3,AAF,ARI,SL,22.0,,,,,,0.0,31.0,1.0,178.0,2.0,0.0,6.0
FOOTBALL_AAF_2019_3_2_ORL@SL,2019-03-02,2019,4,AAF,ORL,SL,16.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,0.0,161.0,,,
FOOTBALL_AAF_2019_3_9_SL@SD,2019-03-09,2019,5,AAF,SL,SD,31.0,,,,,,3.0,48.0,1.0,380.0,1.0,0.0,11.0
FOOTBALL_AAF_2019_3_16_MEM@SL,2019-03-16,2019,6,AAF,MEM,SL,24.0,0.0,1.0,1.0,0.0,0.0,1.0,37.0,2.0,243.0,1.0,0.0,0.0
FOOTBALL_AAF_2019_3_23_SL@SA,2019-03-23,2019,7,AAF,SL,SA,22.0,0.0,0.0,2.0,0.0,0.0,1.0,35.0,1.0,229.0,2.0,0.0,-1.0
FOOTBALL_AAF_2019_3_30_SD@SL,2019-03-30,2019,8,AAF,SD,SL,21.0,0.0,1.0,2.0,1.0,0.0,2.0,32.0,0.0,155.0,3.0,0.0,4.0
