game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,match_played
cricket-t20i-2019-08-08-1191008,2019-08-08,2019,1,T20I,Netherlands,United Arab Emirates,16.0,3.0,1.0,6.0,28.0,1.0,1.0
cricket-t20i-2019-09-16-1200425,2019-09-16,2019,1,T20I,Netherlands,Scotland,6.0,0.0,0.0,7.0,9.0,1.0,1.0
cricket-t20i-2019-09-18-1200427,2019-09-18,2019,1,T20I,Ireland,Netherlands,2.0,0.0,0.0,4.0,0.0,0.0,1.0
cricket-t20i-2019-10-05-1197521,2019-10-05,2019,1,T20I,Ireland,Netherlands,1.0,0.0,0.0,8.0,0.0,0.0,1.0
cricket-t20i-2019-10-07-1197524,2019-10-07,2019,1,T20I,Nepal,Netherlands,14.0,1.0,0.0,3.0,21.0,2.0,1.0
cricket-t20i-2019-10-09-1197527,2019-10-09,2019,1,T20I,Oman,Netherlands,18.0,1.0,0.0,3.0,19.0,1.0,1.0
cricket-t20i-2021-04-17-1257945,2021-04-17,2021,1,T20I,Netherlands,Nepal,9.0,2.0,1.0,6.0,20.0,1.0,1.0
cricket-t20i-2021-04-20-1257948,2021-04-20,2021,1,T20I,Nepal,Netherlands,1.0,0.0,0.0,8.0,0.0,0.0,1.0
cricket-t20i-2021-04-21-1257949,2021-04-21,2021,1,T20I,Netherlands,Malaysia,5.0,0.0,1.0,6.0,10.0,1.0,1.0
cricket-t20i-2021-04-24-1257951,2021-04-24,2021,1,T20I,Nepal,Netherlands,3.0,0.0,0.0,7.0,0.0,0.0,1.0
