game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_RUSH,,2022,1,AUDL,,,5.0,1.0,,,1.0,5.0,,,,,1.0,260.0,462.0
SYNTHETIC_AUDL_2022_W2_RUSH,,2022,2,AUDL,,,2.0,0.0,,,0.0,0.0,,,,,3.0,108.0,162.0
SYNTHETIC_AUDL_2022_W3_RUSH,,2022,3,AUDL,,,5.0,0.0,,,1.0,1.0,,,,,2.0,40.0,376.0
2022-06-17-TOR-PHI,2022-06-17,2022,4,,TOR,PHI,1.0,0.0,,,0.0,0.0,,,,,3.0,43.0,56.0
2022-06-18-TOR-DC,2022-06-18,2022,4,,TOR,DC,3.0,0.0,,,0.0,0.0,,,,,4.0,140.0,135.0
2022-06-25-BOS-TOR,2022-06-25,2022,5,,BOS,TOR,9.0,0.0,,,1.0,2.0,,,,,0.0,348.0,208.0
2022-07-02-TOR-OTT,2022-07-02,2022,6,,TOR,OTT,4.0,1.0,,,1.0,3.0,,,,,1.0,290.0,238.0
2022-07-16-PHI-TOR,2022-07-16,2022,8,AUDL,phoenix,rush,10.0,0.0,,,0.0,2.0,,,,,0.0,257.0,440.0
2023-05-05-TOR-NY,2023-05-05,2023,2,AUDL,TORONTO RUSH,NEW YORK EMPIRE,1.0,,34.0,39.0,,1.0,,,,40.0,1.0,153.0,239.0
2023-05-06-TOR-BOS,2023-05-06,2023,2,AUDL,TORONTO RUSH,BOSTON GLORY,,,,,,,2.0,,1.0,,,,
2023-05-13-MTL-TOR,2023-05-13,2023,3,AUDL,MONTREAL ROYAL,TORONTO RUSH,2.0,,31.0,30.0,,2.0,6.0,1.0,,33.0,3.0,151.0,315.0
2023-05-20-DC-TOR,2023-05-20,2023,4,AUDL,DC BREEZE,TORONTO RUSH,1.0,,36.0,37.0,,2.0,2.0,,,41.0,3.0,205.0,87.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,AUDL,TORONTO RUSH,MONTREAL ROYAL,5.0,1.0,19.0,27.0,,1.0,2.0,,,28.0,1.0,63.0,196.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,AUDL,PHILADELPHIA PHOENIX,TORONTO RUSH,3.0,,19.0,20.0,1.0,,3.0,,,21.0,1.0,63.0,121.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,AUDL,PITTSBURGH THUNDERBIRDS,TORONTO RUSH,1.0,,5.0,8.0,,,,,,8.0,,14.0,51.0
2023-06-25-MTL-TOR,2023-06-25,2023,9,AUDL,MONTREAL ROYAL,TORONTO RUSH,2.0,,10.0,8.0,,1.0,3.0,1.0,,9.0,1.0,149.0,134.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,AUDL,BOSTON GLORY,TORONTO RUSH,2.0,,35.0,32.0,,3.0,5.0,1.0,,34.0,2.0,272.0,167.0
2023-07-15-TOR-DET,2023-07-15,2023,12,AUDL,TORONTO RUSH,DETROIT MECHANIX,6.0,1.0,19.0,21.0,1.0,,3.0,2.0,,23.0,1.0,182.0,323.0
2023-07-21-TOR-DC,2023-07-21,2023,13,AUDL,TORONTO RUSH,DC BREEZE,,,30.0,28.0,,1.0,,,,33.0,4.0,187.0,148.0
