game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,kick_returns,kr_avg,kr_tds,kr_yards,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,sacks,tackles
4002611212131,2026-05-03,2026,1,50 Yard,Nashville Kats,Kentucky Barrels,,,,,,,,,,,,,,,,,1.0,127.0,,,,
FOOTBALL_AF1_2026_4_17_T606163G1168206@T584637,2026-04-18,2026,2,AF1,Michigan Arsenal,Nashville Kats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,17.0,30.0,0.0,0.0,1.0,51.0,3.0,,0.0,1.0
SYNTHETIC_50YARD_2026_W2_NASHVILLEKATS,2026-05-09,2026,2,50YARD,Oregon Lightning,Nashville Kats,,,,,,,,,,,,,,,,,1.0,61.0,3.0,,,
FOOTBALL_AF1_2026_4_25_T584641G1168210@T584637,2026-04-25,2026,3,AF1,Washington Wolfpack,Nashville Kats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,16.0,16.0,0.0,0.0,0.0,16.0,1.0,,0.0,1.0
FOOTBALL_AF1_2026_5_3_T584637G1168212@T584747,2026-05-03,2026,4,AF1,Nashville Kats,Kentucky Barrels,,,,,,,,,,,,,18.0,44.0,0.0,0.0,1.0,127.0,7.0,,,
FOOTBALL_AF1_2026_5_9_T584638G1168218@T584637,2026-05-09,2026,5,AF1,Oregon Lightning,Nashville Kats,,,,,,,,,1.0,0.0,0.0,0.0,20.0,35.0,0.0,0.0,1.0,61.0,3.0,0.0,,
FOOTBALL_AF1_2026_5_16_T612138G1168221@T584637,2026-05-16,2026,6,AF1,Oceanside Bombers,Nashville Kats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0
