game_id,date,season,week,league,away,home,fielding_catches,match_played
cricket-t20i-2023-07-13-1384590,2023-07-13,2023,1,T20I,Romania,Switzerland,1.0,1.0
cricket-t20i-2023-07-14-1384592,2023-07-14,2023,1,T20I,Luxembourg,Switzerland,1.0,1.0
