game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,blocks,drops,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,throwaways,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_CANNONS,,2022,2,AUDL,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
SYNTHETIC_AUDL_2022_W3_CANNONS,,2022,3,AUDL,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
2022-06-25-CAR-TB,2022-06-25,2022,5,,CAR,TB,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
2022-07-09-TB-CAR,2022-07-09,2022,7,AUDL,cannons,flyers,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
2022-07-16-ATL-TB,2022-07-16,2022,8,AUDL,hustle,cannons,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
2022-07-23-DAL-TB,2022-07-23,2022,9,AUDL,legion,cannons,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
2022-07-29-TB-ATX,2022-07-29,2022,10,AUDL,cannons,sol,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
2022-07-30-TB-DAL,2022-07-30,2022,10,AUDL,cannons,legion,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
soccer-uslc-2024-7VqGLwzQvW,,2024,1,USLC,,,0.0,-0.4032,17.1725,-2.4596,,,0.0,-0.1471,0.0,2.0,178.0,0.8548,62.0,-1.5529,-2.5047,0.0,1.0,1.0,,0.4032,0.1471,-0.0661,0.5503,0.8799,0.1138,,
soccer-uslc-2025-7VqGLwzQvW,,2025,1,USLC,,,0.0,-0.1294,18.7427,-3.3161,,,1.0,0.5528,1.0,4.0,279.0,0.8873,142.0,3.7308,2.6273,0.0,6.0,1.0,,0.1294,0.4472,0.0317,0.5766,0.8611,0.2444,,
