game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_2023_W1_MAULERS,2023-04-16,2023,1,USFL,BREAKERS,MAULERS,0.0,0.0,0.0
SYNTHETIC_USFL_2023_W5_MAULERS,2023-05-13,2023,5,USFL,PANTHERS,MAULERS,1.0,8.0,2.0
SYNTHETIC_USFL_2023_W6_MAULERS,2023-05-20,2023,6,USFL,SHOWBOATS,MAULERS,,20.0,2.0
SYNTHETIC_USFL_2023_W8_MAULERS,2023-06-03,2023,8,USFL,MAULERS,GAMBLERS,0.0,16.0,2.0
SYNTHETIC_USFL_2023_W12_MAULERS,,2023,12,USFL,,,,16.0,3.0
50,2025-04-06,2025,2,UFL,BATTLEHAWKS,BRAHMAS,0.0,12.0,3.0
54,2025-04-13,2025,3,UFL,BATTLEHAWKS,DEFENDERS,0.0,35.0,2.0
80,2025-04-19,2025,4,UFL,ROUGHNECKS,STALLIONS,0.0,28.0,4.0
59,2025-04-26,2025,5,UFL,BATTLEHAWKS,PANTHERS,0.0,13.0,2.0
69,2025-05-16,2025,8,UFL,BRAHMAS,SHOWBOATS,0.0,34.0,3.0
76,2025-05-31,2025,10,UFL,PANTHERS,ROUGHNECKS,0.0,1.0,2.0
