game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2024-04-27-MIN-PIT,2024-04-27,2024,1,,MIN,PIT,4.0,0.0,0.0,2.0,0.0,136.0,159.0
2024-05-11-MIN-CHI,2024-05-11,2024,3,,MIN,CHI,1.0,0.0,0.0,1.0,1.0,35.0,79.0
2024-05-18-PIT-MIN,2024-05-18,2024,4,,PIT,MIN,0.0,0.0,0.0,3.0,0.0,174.0,118.0
2024-05-24-MIN-MAD,2024-05-24,2024,5,,MIN,MAD,1.0,0.0,0.0,2.0,0.0,92.0,103.0
2024-06-08-MIN-IND,2024-06-08,2024,7,,MIN,IND,0.0,0.0,0.0,2.0,1.0,131.0,75.0
2024-06-15-COL-MIN,2024-06-15,2024,8,,COL,MIN,2.0,1.0,0.0,3.0,2.0,209.0,164.0
2024-06-22-MAD-MIN,2024-06-22,2024,9,,MAD,MIN,3.0,1.0,0.0,2.0,1.0,209.0,158.0
2024-06-28-MIN-CHI,2024-06-28,2024,10,,MIN,CHI,0.0,1.0,0.0,4.0,0.0,98.0,127.0
2024-06-29-MIN-DET,2024-06-29,2024,10,,MIN,DET,2.0,1.0,0.0,3.0,0.0,158.0,102.0
2024-07-06-CHI-MIN,2024-07-06,2024,11,,CHI,MIN,0.0,0.0,0.0,1.0,1.0,94.0,59.0
2024-07-12-NY-MIN,2024-07-12,2024,12,,NY,MIN,2.0,0.0,0.0,1.0,1.0,38.0,131.0
2024-07-20-DET-MIN,2024-07-20,2024,13,,DET,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
