game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_2023_W1_OTT,,2023,1,CFL,,,,,,,,1.0
SYNTHETIC_CFL_2023_W2_OTT,,2023,2,CFL,,,,,,,,11.0
SYNTHETIC_CFL_2023_W9_OTT,,2023,9,CFL,,,0.0,,,,0.0,5.0
SYNTHETIC_CFL_2023_W10_OTT,,2023,10,CFL,,,0.0,,,,0.0,3.0
SYNTHETIC_CFL_2023_W14_OTT,,2023,14,CFL,,,0.0,,,,0.0,8.0
SYNTHETIC_CFL_2023_W15_OTT,,2023,15,CFL,,,0.0,,,,0.0,1.0
SYNTHETIC_CFL_2023_W16_OTT,,2023,16,CFL,,,0.0,,,,0.0,3.0
SYNTHETIC_CFL_2023_W17_OTT,,2023,17,CFL,,,0.0,,,,0.0,3.0
SYNTHETIC_CFL_2023_W18_OTT,,2023,18,CFL,,,0.0,0.0,0.0,1.0,0.0,3.0
SYNTHETIC_CFL_2023_W21_OTT,,2023,21,CFL,,,0.0,,,,0.0,2.0
