game_id,date,season,week,league,away,home,def_ast,def_pd,def_solo,def_tot
FOOTBALL_CFL_2022_10_29_SSK@CGY,2022-10-29,2022,1,CFL,SSK,CGY,,,2.0,2.0
FOOTBALL_CFL_2022_8_12_CLE@JAX,2022-08-12,2022,1,CFL,CLE,JAX,,,2.0,2.0
FOOTBALL_CFL_2022_8_21_PHI@CLE,2022-08-21,2022,1,CFL,PHI,CLE,1.0,2.0,1.0,2.0
