game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140MIN,2021-05-14,2021,1,WNBA,PHO,MIN,1.0,,3.0,,,3.0,,5.0,1.0,2.0,2.0,12.783333333333333,,-6.0,2.0,3.0,,2.0
WNBA_202105200MIN,2021-05-20,2021,1,WNBA,SEA,MIN,,,1.0,,,1.0,,,,,,3.283333333333333,,3.0,,1.0,1.0,
WNBA_202105280SEA,2021-05-28,2021,1,WNBA,MIN,SEA,2.0,,5.0,,0.167,6.0,1.0,,1.0,2.0,2.0,20.4,1.0,10.0,4.0,6.0,1.0,1.0
WNBA_202105300MIN,2021-05-30,2021,1,WNBA,CON,MIN,1.0,1.0,,,0.667,3.0,2.0,,1.0,2.0,2.0,10.783333333333333,,,6.0,,,
WNBA_202106040MIN,2021-06-04,2021,1,WNBA,ATL,MIN,1.0,1.0,1.0,,0.8,5.0,4.0,,,,,10.516666666666667,,-8.0,8.0,1.0,1.0,3.0
WNBA_202106060MIN,2021-06-06,2021,1,WNBA,ATL,MIN,1.0,,3.0,1.0,0.667,3.0,2.0,3.0,0.667,6.0,4.0,21.666666666666668,1.0,10.0,8.0,4.0,1.0,2.0
WNBA_202106080WAS,2021-06-08,2021,1,WNBA,MIN,WAS,,,1.0,,,1.0,,3.0,,,,6.633333333333333,,-2.0,,1.0,,
WNBA_202106120MIN,2021-06-12,2021,1,WNBA,LAS,MIN,,,,,,2.0,,,1.0,2.0,2.0,4.333333333333333,1.0,7.0,2.0,1.0,,
WNBA_202108150MIN,2021-08-15,2021,1,WNBA,NYL,MIN,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,6.0,6.0,14.083333333333334,1.0,3.0,8.0,1.0,1.0,
WNBA_202108170CON,2021-08-17,2021,1,WNBA,MIN,CON,3.0,,3.0,,0.2,5.0,1.0,2.0,,,,20.45,,2.0,2.0,3.0,3.0,1.0
WNBA_202108190CON,2021-08-19,2021,1,WNBA,MIN,CON,,,,,1.0,1.0,1.0,2.0,,,,9.283333333333333,,-9.0,2.0,,1.0,
WNBA_202108210CHI,2021-08-21,2021,1,WNBA,MIN,CHI,1.0,,2.0,,,1.0,,,,,,7.95,2.0,3.0,,4.0,,
WNBA_202108240MIN,2021-08-24,2021,1,WNBA,SEA,MIN,,1.0,,,,1.0,,,,,,3.066666666666667,,-2.0,,,,
WNBA_202108310MIN,2021-08-31,2021,1,WNBA,NYL,MIN,,,,,,3.0,,4.0,,,,12.983333333333333,1.0,5.0,,1.0,,
WNBA_202109020MIN,2021-09-02,2021,1,WNBA,LAS,MIN,,,,,,,,,,,,4.083333333333333,,-6.0,,,,
WNBA_202109040MIN,2021-09-04,2021,1,WNBA,WAS,MIN,4.0,,4.0,,0.333,3.0,1.0,4.0,,,,21.666666666666668,,11.0,2.0,4.0,,
WNBA_202109080LVA,2021-09-08,2021,1,WNBA,MIN,LVA,2.0,,3.0,,0.5,2.0,1.0,2.0,,,,11.816666666666666,2.0,-6.0,2.0,5.0,,1.0
WNBA_202109100MIN,2021-09-10,2021,1,WNBA,IND,MIN,2.0,1.0,3.0,,0.571,7.0,4.0,3.0,1.0,2.0,2.0,20.833333333333332,1.0,1.0,10.0,4.0,2.0,
WNBA_202109120MIN,2021-09-12,2021,1,WNBA,IND,MIN,2.0,,1.0,,0.667,3.0,2.0,,,,,7.5,,2.0,4.0,1.0,,1.0
WNBA_202109170IND,2021-09-17,2021,1,WNBA,MIN,IND,3.0,,2.0,,0.571,7.0,4.0,1.0,0.75,4.0,3.0,15.7,2.0,1.0,11.0,4.0,,2.0
WNBA_202109190WAS,2021-09-19,2021,1,WNBA,MIN,WAS,1.0,,1.0,,0.667,3.0,2.0,2.0,1.0,2.0,2.0,13.15,,3.0,6.0,1.0,1.0,
WNBA_202109260MIN,2021-09-26,2021,1,WNBA,CHI,MIN,,,2.0,,0.667,3.0,2.0,,,,,11.333333333333334,,-5.0,4.0,2.0,,1.0
WNBA_202205060SEA,2022-05-06,2022,1,WNBA,MIN,SEA,1.0,,2.0,,1.0,1.0,1.0,,0.5,2.0,1.0,10.916666666666666,,-13.0,3.0,2.0,,
WNBA_202205080MIN,2022-05-08,2022,1,WNBA,WAS,MIN,,,,,0.5,2.0,1.0,1.0,,2.0,,10.416666666666666,,7.0,2.0,,,1.0
WNBA_202206210PHO,2022-06-21,2022,1,WNBA,MIN,PHO,2.0,,5.0,,0.833,6.0,5.0,4.0,1.0,2.0,2.0,18.25,1.0,5.0,12.0,6.0,1.0,1.0
WNBA_202206230MIN,2022-06-23,2022,1,WNBA,PHO,MIN,1.0,,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,12.65,,10.0,6.0,2.0,1.0,1.0
WNBA_202206260CHI,2022-06-26,2022,1,WNBA,MIN,CHI,,,2.0,,0.833,6.0,5.0,1.0,,,,15.8,1.0,3.0,10.0,3.0,,3.0
