game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202108240ATL,2021-08-24,2021,1,WNBA,CHI,ATL,2.0,,2.0,0.5,4.0,2.0,0.6,5.0,3.0,3.0,22.5,,,8.0,2.0,1.0,
WNBA_202108260ATL,2021-08-26,2021,1,WNBA,LVA,ATL,1.0,,2.0,,4.0,,,5.0,,1.0,16.833333333333332,,2.0,,2.0,1.0,2.0
WNBA_202109020DAL,2021-09-02,2021,1,WNBA,ATL,DAL,3.0,,3.0,0.5,2.0,1.0,0.333,3.0,1.0,1.0,26.716666666666665,,15.0,3.0,3.0,2.0,1.0
WNBA_202109050DAL,2021-09-05,2021,1,WNBA,ATL,DAL,1.0,,2.0,,,,,1.0,,1.0,13.3,,-7.0,,2.0,,1.0
WNBA_202109080ATL,2021-09-08,2021,1,WNBA,PHO,ATL,2.0,,1.0,0.5,2.0,1.0,0.333,3.0,1.0,2.0,15.916666666666666,,-6.0,3.0,1.0,1.0,1.0
WNBA_202109100WAS,2021-09-10,2021,1,WNBA,ATL,WAS,1.0,,1.0,,2.0,,0.25,4.0,1.0,3.0,15.466666666666667,2.0,-8.0,2.0,3.0,,
WNBA_202109140ATL,2021-09-14,2021,1,WNBA,IND,ATL,1.0,,,,,,,1.0,,1.0,8.016666666666667,,2.0,,,,
WNBA_202109160ATL,2021-09-16,2021,1,WNBA,LAS,ATL,,,,1.0,1.0,1.0,0.5,2.0,1.0,3.0,7.266666666666667,,2.0,3.0,,,
WNBA_202109190CON,2021-09-19,2021,1,WNBA,ATL,CON,,1.0,,,1.0,,0.333,3.0,1.0,5.0,14.983333333333333,1.0,-6.0,2.0,1.0,,
