game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,6.0,,,13.0,,,15.0,,6.0,,
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
