game_id,date,season,week,league,away,home,assisted_tackles,pass_defended,solo_tackles,tackles
FOOTBALL_IFL_2026_6_28_TORLANDOPIRATESG20260628EGZ4@TQUADCITYSTEAMWHEELERS,2026-06-28,2026,16,IFL,Orlando Pirates,Quad City Steamwheelers,0.0,1.0,3.0,3.0
FOOTBALL_IFL_2026_7_5_TGREENBAYBLIZZARDG20260705T6X5@TORLANDOPIRATES,2026-07-05,2026,17,IFL,Green Bay Blizzard,Orlando Pirates,1.0,1.0,3.0,4.0
FOOTBALL_IFL_2026_7_11_TORLANDOPIRATESG20260711VSBZ@TSANANTONIOGUNSLINGERS,2026-07-11,2026,18,IFL,Orlando Pirates,San Antonio Gunslingers,3.0,1.0,2.0,5.0
FOOTBALL_IFL_2026_7_26_TORLANDOPIRATESG20260726LXNH@TFISHERSFREIGHT,2026-07-26,2026,20,IFL,Orlando Pirates,Fishers Freight,4.0,4.0,6.0,10.0
