game_id,date,season,week,league,away,home,def_solo,def_tot,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2019_10_11_OTT@TOR,2019-10-11,2019,1,CFL,OTT,TOR,1.0,1.0,42.0,28.0,3.0,24.0,37.0,4.0,2.0,288.0,3.0,3.0,5.0
FOOTBALL_CFL_2019_10_19_OTT@HAM,2019-10-19,2019,1,CFL,OTT,HAM,,,30.0,17.0,,26.0,21.0,3.0,,112.0,2.0,,
FOOTBALL_CFL_2019_10_26_OTT@TOR,2019-10-26,2019,1,CFL,OTT,TOR,,,32.0,21.0,,,22.0,4.0,1.0,194.0,2.0,4.0,7.0
FOOTBALL_CFL_2019_11_1_MTL@OTT,2019-11-01,2019,1,CFL,MTL,OTT,,,25.0,17.0,1.0,20.0,,,,161.0,2.0,1.0,2.0
FOOTBALL_CFL_2019_7_19_OTT@WPG,2019-07-19,2019,1,CFL,OTT,WPG,,,13.0,4.0,1.0,21.0,5.0,1.0,,57.0,2.0,11.0,13.0
FOOTBALL_CFL_2019_8_24_OTT@SSK,2019-08-24,2019,1,CFL,OTT,SSK,,,5.0,4.0,,9.0,,,,22.0,1.0,2.0,2.0
FOOTBALL_CFL_2019_9_21_BC@OTT,2019-09-21,2019,1,CFL,BC,OTT,,,11.0,6.0,1.0,37.0,9.0,1.0,,61.0,3.0,8.0,16.0
FOOTBALL_CFL_2019_9_7_TOR@OTT,2019-09-07,2019,1,CFL,TOR,OTT,,,7.0,6.0,,17.0,6.0,1.0,,45.0,,,
