game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140LAS,2021-05-14,2021,1,WNBA,DAL,LAS,1.0,2.0,2.0,0.5,4.0,2.0,0.5,8.0,4.0,2.0,,2.0,,19.683333333333334,2.0,-9.0,10.0,4.0,1.0,4.0
WNBA_202105210LVA,2021-05-21,2021,1,WNBA,LAS,LVA,,,3.0,0.5,2.0,1.0,0.429,7.0,3.0,1.0,0.5,2.0,1.0,20.716666666666665,,-33.0,8.0,3.0,1.0,
WNBA_202105280CHI,2021-05-28,2021,1,WNBA,LAS,CHI,1.0,1.0,4.0,0.75,4.0,3.0,0.6,5.0,3.0,1.0,,,,16.983333333333334,1.0,6.0,9.0,5.0,1.0,
WNBA_202105300CHI,2021-05-30,2021,1,WNBA,LAS,CHI,1.0,2.0,3.0,0.6,5.0,3.0,0.5,12.0,6.0,2.0,,,,31.066666666666666,1.0,17.0,15.0,4.0,4.0,1.0
WNBA_202106010DAL,2021-06-01,2021,1,WNBA,LAS,DAL,1.0,6.0,5.0,0.4,5.0,2.0,0.375,8.0,3.0,4.0,,,,28.466666666666665,1.0,-3.0,8.0,6.0,1.0,1.0
WNBA_202106030LAS,2021-06-03,2021,1,WNBA,IND,LAS,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,30.616666666666667,,23.0,13.0,1.0,,
WNBA_202106050LAS,2021-06-05,2021,1,WNBA,CHI,LAS,3.0,2.0,8.0,,3.0,,0.364,11.0,4.0,2.0,1.0,2.0,2.0,32.96666666666667,1.0,14.0,10.0,9.0,3.0,
WNBA_202106100WAS,2021-06-10,2021,1,WNBA,LAS,WAS,,,2.0,,3.0,,0.125,8.0,1.0,2.0,0.75,4.0,3.0,20.216666666666665,2.0,-12.0,5.0,4.0,,
WNBA_202106120MIN,2021-06-12,2021,1,WNBA,LAS,MIN,1.0,2.0,3.0,0.5,4.0,2.0,0.5,6.0,3.0,4.0,,,,25.716666666666665,1.0,-18.0,8.0,4.0,,3.0
WNBA_202106160LAS,2021-06-16,2021,1,WNBA,PHO,LAS,,,1.0,,3.0,,0.4,5.0,2.0,4.0,,,,24.9,,-11.0,4.0,1.0,1.0,
WNBA_202106180LAS,2021-06-18,2021,1,WNBA,PHO,LAS,1.0,,2.0,1.0,1.0,1.0,0.5,4.0,2.0,3.0,,,,29.25,1.0,-6.0,5.0,3.0,1.0,2.0
WNBA_202106200LAS,2021-06-20,2021,1,WNBA,NYL,LAS,1.0,2.0,3.0,0.375,8.0,3.0,0.462,13.0,6.0,2.0,,,,32.2,,-12.0,15.0,3.0,,4.0
WNBA_202106240LAS,2021-06-24,2021,1,WNBA,WAS,LAS,1.0,1.0,1.0,0.333,3.0,1.0,0.25,4.0,1.0,2.0,,,,31.316666666666666,,-5.0,3.0,1.0,1.0,2.0
WNBA_202106270PHO,2021-06-27,2021,1,WNBA,LAS,PHO,1.0,,6.0,0.5,4.0,2.0,0.333,6.0,2.0,4.0,,,,28.733333333333334,1.0,-5.0,6.0,7.0,1.0,1.0
WNBA_202106300LAS,2021-06-30,2021,1,WNBA,LVA,LAS,1.0,,7.0,,3.0,,,4.0,,3.0,,,,26.433333333333334,,-14.0,,7.0,,
WNBA_202107020LAS,2021-07-02,2021,1,WNBA,LVA,LAS,,4.0,6.0,,1.0,,,3.0,,3.0,,,,28.3,1.0,-2.0,,7.0,2.0,4.0
WNBA_202107040LAS,2021-07-04,2021,1,WNBA,SEA,LAS,2.0,1.0,2.0,0.5,6.0,3.0,0.333,12.0,4.0,5.0,,,,27.566666666666666,,4.0,11.0,2.0,,1.0
WNBA_202107070SEA,2021-07-07,2021,1,WNBA,LAS,SEA,1.0,1.0,5.0,0.143,7.0,1.0,0.182,11.0,2.0,5.0,,,,30.65,2.0,-7.0,5.0,7.0,2.0,2.0
WNBA_202107110LAS,2021-07-11,2021,1,WNBA,MIN,LAS,2.0,2.0,,0.25,4.0,1.0,0.167,6.0,1.0,2.0,,,,24.816666666666666,1.0,-19.0,3.0,1.0,1.0,1.0
WNBA_202108150LAS,2021-08-15,2021,1,WNBA,IND,LAS,,1.0,3.0,0.333,3.0,1.0,0.5,6.0,3.0,2.0,0.667,3.0,2.0,18.616666666666667,,1.0,9.0,3.0,,
WNBA_202108170LAS,2021-08-17,2021,1,WNBA,ATL,LAS,1.0,,8.0,0.667,3.0,2.0,0.5,6.0,3.0,1.0,1.0,2.0,2.0,18.866666666666667,,3.0,10.0,8.0,1.0,2.0
WNBA_202108190LAS,2021-08-19,2021,1,WNBA,ATL,LAS,,,3.0,0.5,2.0,1.0,0.333,3.0,1.0,1.0,0.5,2.0,1.0,17.166666666666668,,-3.0,4.0,3.0,,
WNBA_202108220NYL,2021-08-22,2021,1,WNBA,LAS,NYL,2.0,2.0,3.0,0.5,2.0,1.0,0.75,4.0,3.0,4.0,1.0,2.0,2.0,23.283333333333335,1.0,5.0,9.0,4.0,1.0,3.0
WNBA_202108240WAS,2021-08-24,2021,1,WNBA,LAS,WAS,,1.0,4.0,0.5,6.0,3.0,0.444,9.0,4.0,2.0,1.0,4.0,4.0,20.5,,,15.0,4.0,1.0,2.0
WNBA_202108260CON,2021-08-26,2021,1,WNBA,LAS,CON,,2.0,,0.4,5.0,2.0,0.545,11.0,6.0,5.0,1.0,4.0,4.0,20.016666666666666,1.0,-3.0,18.0,1.0,,2.0
WNBA_202108280CON,2021-08-28,2021,1,WNBA,LAS,CON,,,1.0,0.5,6.0,3.0,0.5,8.0,4.0,3.0,0.5,2.0,1.0,25.933333333333334,,-13.0,12.0,1.0,1.0,
WNBA_202108310IND,2021-08-31,2021,1,WNBA,LAS,IND,1.0,,1.0,0.75,4.0,3.0,0.714,7.0,5.0,3.0,,,,25.483333333333334,,-1.0,13.0,1.0,,
WNBA_202109020MIN,2021-09-02,2021,1,WNBA,LAS,MIN,1.0,1.0,3.0,0.2,5.0,1.0,0.222,9.0,2.0,1.0,,,,24.15,,-18.0,5.0,3.0,,1.0
WNBA_202109090LAS,2021-09-09,2021,1,WNBA,CON,LAS,1.0,1.0,2.0,0.667,3.0,2.0,0.571,7.0,4.0,3.0,1.0,2.0,2.0,27.583333333333332,,-11.0,12.0,2.0,,1.0
WNBA_202109120LAS,2021-09-12,2021,1,WNBA,SEA,LAS,3.0,2.0,2.0,0.333,3.0,1.0,0.6,5.0,3.0,2.0,1.0,2.0,2.0,26.983333333333334,,20.0,9.0,2.0,,3.0
WNBA_202109160ATL,2021-09-16,2021,1,WNBA,LAS,ATL,,,9.0,0.5,4.0,2.0,0.571,7.0,4.0,2.0,,1.0,,27.5,,13.0,10.0,9.0,1.0,2.0
WNBA_202109190DAL,2021-09-19,2021,1,WNBA,LAS,DAL,,,1.0,,1.0,,,2.0,,1.0,,,,18.233333333333334,1.0,-15.0,,2.0,1.0,3.0
WNBA_202205070DAL,2022-05-07,2022,1,WNBA,ATL,DAL,1.0,1.0,8.0,0.25,4.0,1.0,0.333,9.0,3.0,4.0,1.0,4.0,4.0,22.616666666666667,1.0,2.0,11.0,9.0,1.0,4.0
WNBA_202205110ATL,2022-05-11,2022,1,WNBA,LAS,ATL,2.0,,8.0,,2.0,,0.111,9.0,1.0,3.0,,,,32.65,,1.0,2.0,8.0,,1.0
WNBA_202205130ATL,2022-05-13,2022,1,WNBA,LVA,ATL,,,7.0,,2.0,,,4.0,,1.0,0.5,4.0,2.0,21.233333333333334,,-24.0,2.0,7.0,,1.0
WNBA_202205150IND,2022-05-15,2022,1,WNBA,ATL,IND,1.0,,6.0,1.0,2.0,2.0,0.571,7.0,4.0,5.0,1.0,4.0,4.0,30.366666666666667,,5.0,14.0,6.0,,3.0
WNBA_202205170IND,2022-05-17,2022,1,WNBA,ATL,IND,,,4.0,,1.0,,0.333,6.0,2.0,2.0,1.0,4.0,4.0,22.766666666666666,,21.0,8.0,4.0,2.0,2.0
WNBA_202205200ATL,2022-05-20,2022,1,WNBA,WAS,ATL,1.0,,9.0,0.5,4.0,2.0,0.5,10.0,5.0,3.0,,1.0,,29.1,1.0,-5.0,12.0,10.0,1.0,3.0
WNBA_202205240WAS,2022-05-24,2022,1,WNBA,ATL,WAS,2.0,,5.0,,5.0,,0.2,10.0,2.0,2.0,1.0,2.0,2.0,25.3,,-13.0,6.0,5.0,,2.0
WNBA_202205290ATL,2022-05-29,2022,1,WNBA,PHO,ATL,3.0,,3.0,,,,,2.0,,1.0,,,,16.6,,12.0,,3.0,,1.0
WNBA_202206010ATL,2022-06-01,2022,1,WNBA,MIN,ATL,1.0,,3.0,,1.0,,,6.0,,2.0,,,,17.133333333333333,,-14.0,,3.0,,3.0
WNBA_202206030ATL,2022-06-03,2022,1,WNBA,CHI,ATL,,1.0,2.0,,1.0,,0.5,4.0,2.0,1.0,0.5,2.0,1.0,14.7,1.0,-20.0,5.0,3.0,,1.0
WNBA_202206050ATL,2022-06-05,2022,1,WNBA,IND,ATL,,,9.0,1.0,1.0,1.0,0.636,11.0,7.0,4.0,0.5,2.0,1.0,23.016666666666666,1.0,6.0,16.0,10.0,1.0,4.0
WNBA_202206070SEA,2022-06-07,2022,1,WNBA,ATL,SEA,1.0,,4.0,,2.0,,0.286,7.0,2.0,3.0,0.5,2.0,1.0,22.2,1.0,-18.0,5.0,5.0,2.0,5.0
WNBA_202206100PHO,2022-06-10,2022,1,WNBA,ATL,PHO,,,2.0,,,,0.5,6.0,3.0,1.0,1.0,2.0,2.0,17.883333333333333,,1.0,8.0,2.0,2.0,
WNBA_202206150CON,2022-06-15,2022,1,WNBA,ATL,CON,,,2.0,,,,,1.0,,,0.5,4.0,2.0,6.35,,-11.0,2.0,2.0,,
WNBA_202206170CHI,2022-06-17,2022,1,WNBA,ATL,CHI,,,3.0,,,,,2.0,,2.0,,,,11.6,1.0,-6.0,,4.0,,1.0
WNBA_202207120CHI,2022-07-12,2022,1,WNBA,ATL,CHI,,,1.0,0.5,6.0,3.0,0.571,7.0,4.0,1.0,,,,22.0,1.0,-15.0,11.0,2.0,1.0,4.0
WNBA_202305200DAL,2023-05-20,2023,1,WNBA,ATL,DAL,,4.0,3.0,0.5,2.0,1.0,0.333,3.0,1.0,4.0,,,,20.633333333333333,,-4.0,3.0,3.0,1.0,
WNBA_202305230MIN,2023-05-23,2023,1,WNBA,ATL,MIN,,2.0,1.0,0.333,3.0,1.0,0.25,4.0,1.0,,,,,16.983333333333334,1.0,-10.0,3.0,2.0,,
WNBA_202305280ATL,2023-05-28,2023,1,WNBA,IND,ATL,1.0,1.0,3.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,,,,20.483333333333334,,6.0,3.0,3.0,,
WNBA_202305300ATL,2023-05-30,2023,1,WNBA,CHI,ATL,4.0,3.0,8.0,0.5,2.0,1.0,0.333,6.0,2.0,2.0,,,,20.9,,7.0,5.0,8.0,1.0,1.0
