game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202308230LAS,2023-08-23,2023,1,WNBA,PHO,LAS,,1.0,1.0,,0.5,2.0,1.0,1.0,10.183333333333334,1.0,-17.0,2.0,2.0,,2.0
WNBA_202308270PHO,2023-08-27,2023,1,WNBA,DAL,PHO,,,,,1.0,1.0,1.0,2.0,7.033333333333333,,-5.0,2.0,,,2.0
WNBA_202308290ATL,2023-08-29,2023,1,WNBA,PHO,ATL,,,,1.0,0.5,6.0,3.0,1.0,13.033333333333333,,-5.0,6.0,,,
WNBA_202308310CON,2023-08-31,2023,1,WNBA,PHO,CON,1.0,,,1.0,,3.0,,2.0,6.883333333333333,1.0,-4.0,,1.0,,2.0
WNBA_202309030MIN,2023-09-03,2023,1,WNBA,PHO,MIN,,,2.0,1.0,,3.0,,,9.3,,1.0,,2.0,2.0,
