game_id,date,season,week,league,away,home,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,xp_att_game
FOOTBALL_AAF_2019_2_10_MEM@BIR,2019-02-10,2019,1,AAF,MEM,BIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOOTBALL_AAF_2019_2_16_ARI@MEM,2019-02-16,2019,2,AAF,ARI,MEM,0.0,0.0,2.0,0.0,0.0,2.0,0.0
FOOTBALL_AAF_2019_2_23_MEM@ORL,2019-02-23,2019,3,AAF,MEM,ORL,0.0,1.0,0.0,0.0,0.0,1.0,0.0
