game_id,date,season,week,league,away,home,completion_pct,interceptions,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_NAL_2026_3_21_T566774G1127144@T600411,2026-03-21,2026,3,NAL,Omaha Beef,Salina Liberty,733.0,0.0,15.0,11.0,4.0,20.0,7.0,124.0,0.0,3.0,200.0,75.0,0.0,5.0,13.0,9.0,0.0,2.0,49.0
FOOTBALL_NAL_2026_3_28_T570667G1127147@T600411,2026-03-28,2026,4,NAL,Colorado Spartans,Salina Liberty,647.0,2.0,17.0,11.0,6.0,48.0,14.0,95.0,0.0,4.0,235.0,159.0,0.0,2.0,12.0,13.0,0.0,2.0,28.0
FOOTBALL_NAL_2026_4_4_T577047G1127185@T600411,2026-04-04,2026,5,NAL,Pueblo Punishers,Salina Liberty,500.0,0.0,22.0,11.0,11.0,21.0,11.0,98.0,0.0,2.0,91.0,124.0,0.0,2.0,4.0,5.0,0.0,0.0,8.0
FOOTBALL_NAL_2026_4_18_T600411G1127157@T570666,2026-04-19,2026,7,NAL,Salina Liberty,Sioux City Bandits,500.0,3.0,20.0,10.0,10.0,32.0,13.0,64.0,2.0,2.0,100.0,129.0,13.0,10.0,28.0,4.0,0.0,1.0,39.0
FOOTBALL_NAL_2026_4_25_T600414G1127162@T600411,2026-04-25,2026,8,NAL,Southwest Kansas Storm,Salina Liberty,731.0,0.0,26.0,19.0,7.0,14.0,7.0,84.0,1.0,0.0,0.0,131.0,2.0,3.0,5.0,4.0,0.0,0.0,12.0
FOOTBALL_NAL_2026_5_2_T600411G1127164@T573852,2026-05-03,2026,9,NAL,Salina Liberty,Louisiana Rouxgaroux,786.0,1.0,14.0,11.0,3.0,24.0,10.0,110.0,0.0,3.0,214.0,113.0,0.0,5.0,4.0,3.0,0.0,1.0,16.0
FOOTBALL_NAL_2026_5_9_T600411G1127167@T600414,2026-05-09,2026,10,NAL,Salina Liberty,Southwest Kansas Storm,560.0,1.0,25.0,14.0,11.0,30.0,13.0,101.0,0.0,4.0,160.0,179.0,0.0,6.0,14.0,5.0,0.0,0.0,32.0
