game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,pulls,throwAttempts,yardsReceived,yardsThrown
2023-04-29-DC-CAR,2023-04-29,2023,1,,DC,CAR,,3.0,2.0,1.0,,,1.0,,-2.0
2023-05-13-ATX-CAR,2023-05-13,2023,3,,ATX,CAR,,,4.0,2.0,2.0,,2.0,34.0,22.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,,ATL,CAR,1.0,,7.0,6.0,1.0,,6.0,76.0,33.0
2023-05-26-HTX-CAR,2023-05-26,2023,5,,HTX,CAR,1.0,,4.0,5.0,,,5.0,27.0,-2.0
2023-06-02-CAR-DC,2023-06-02,2023,6,,CAR,DC,,2.0,,,,1.0,,,
2023-06-03-CAR-PHI,2023-06-03,2023,6,,CAR,PHI,,,2.0,2.0,,,2.0,39.0,24.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,,ATL,CAR,,1.0,3.0,3.0,1.0,,3.0,33.0,-2.0
2023-07-22-CAR-ATL,2023-07-22,2023,13,,CAR,ATL,,,0.0,0.0,,,0.0,0.0,0.0
