game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-831-1-1,2026-02-24,2026,1,WCF-WORLD,Germany,China,1.0,1.0,0.0,8.0,6.0
curling-wcf-world-2026-831-10-4,2026-02-28,2026,1,WCF-WORLD,Germany,Canada,1.0,1.0,0.0,8.0,6.0
curling-wcf-world-2026-831-11-2,2026-03-01,2026,1,WCF-WORLD,Türkiye,Germany,1.0,1.0,0.0,6.0,5.0
curling-wcf-world-2026-831-3-1,2026-02-25,2026,1,WCF-WORLD,Germany,Denmark,0.0,1.0,1.0,4.0,5.0
curling-wcf-world-2026-831-7-3,2026-02-26,2026,1,WCF-WORLD,Germany,United States of America,1.0,1.0,0.0,10.0,8.0
curling-wcf-world-2026-831-8-2,2026-02-27,2026,1,WCF-WORLD,Japan,Germany,1.0,1.0,0.0,7.0,3.0
curling-wcf-world-2026-831-9-2,2026-02-28,2026,1,WCF-WORLD,Germany,Sweden,1.0,1.0,0.0,7.0,1.0
curling-wcf-world-2026-838-12-1,2026-05-07,2026,1,WCF-WORLD,Finland,Germany,0.0,1.0,1.0,1.0,10.0
curling-wcf-world-2026-838-14-1,2026-05-08,2026,1,WCF-WORLD,New Zealand,Germany,0.0,1.0,1.0,5.0,8.0
curling-wcf-world-2026-838-2-1,2026-05-05,2026,1,WCF-WORLD,Germany,Sweden,0.0,1.0,1.0,6.0,10.0
curling-wcf-world-2026-838-20-3,2026-05-09,2026,1,WCF-WORLD,Germany,Denmark,1.0,1.0,0.0,9.0,2.0
curling-wcf-world-2026-838-7-2,2026-05-06,2026,1,WCF-WORLD,Germany,Canada,1.0,1.0,0.0,13.0,2.0
curling-wcf-world-2026-838-9-2,2026-05-07,2026,1,WCF-WORLD,Germany,Slovenia,0.0,1.0,1.0,1.0,9.0
