game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,kick_returns,kr_avg,kr_tds,kr_yards,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,sacks,tackles
FOOTBALL_AF1_2026_5_30_T612138G1168387@T584635,2026-05-30,2026,8,AF1,Oceanside Bombers,Albany Firebirds,,,,,,,,,,,,,12.0,27.0,0.0,0.0,3.0,73.0,6.0,,,
FOOTBALL_AF1_2026_6_5_T584761G1168390@T584635,2026-06-05,2026,9,AF1,Beaumont Renegades,Albany Firebirds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,21.0,41.0,0.0,0.0,1.0,83.0,4.0,,0.0,1.0
FOOTBALL_AF1_2026_6_12_T606163G1168394@T584635,2026-06-12,2026,10,AF1,Michigan Arsenal,Albany Firebirds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,1.0,94.0,12.0,20.0,0.0,0.0,0.0,74.0,6.0,0.0,0.0,1.0
