game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-MAD-PIT,2023-04-29,2023,1,,MAD,PIT,,,5.0,5.0,,,,,,6.0,1.0,21.0,7.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,,MIN,MAD,,,1.0,2.0,,1.0,,,,2.0,,-2.0,13.0
2023-07-01-MAD-IND,2023-07-01,2023,10,,MAD,IND,,,1.0,,,,,7.0,,,,-4.0,
2023-07-08-MAD-DET,2023-07-08,2023,11,,MAD,DET,1.0,,6.0,6.0,1.0,,,,,7.0,1.0,-2.0,40.0
2023-07-21-MAD-CHI,2023-07-21,2023,13,,MAD,CHI,1.0,,2.0,2.0,,,,4.0,,2.0,,46.0,7.0
2023-07-22-DET-MAD,2023-07-22,2023,13,,DET,MAD,,0.0,,,0.0,,0.0,,0.0,,,,
