game_id,date,season,week,league,away,home,completion_pct,fumbles,fumbles_lost,games_played,interceptions,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,match_loss,match_played,match_win,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passer_rating,passing_tds,passing_yards,passing_yards_per_game,pr_avg,pr_tds,punt_returns,rec_avg,rec_long,receiving_tds,receiving_yards,receiving_yards_per_game,receptions,receptions_per_game,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,rushing_yards_per_game,team_points_against,team_points_for,total_yards,yards_per_game
FOOTBALL_NAL_2021_albany-empire_SEASON_TOTAL,2021-12-31,,0,,,ALBANY EMPIRE,60.0,1.0,1.0,216.0,1.0,241.0,0.0,0.0,30.0,20.1,,,,5.0,3.0,5.0,-0.8,13.3,0.0,-4.0,-0.4,0.0,0.0,30.0,14.3,47.0,30.0,1042.0,115.8,73.0,8.1,0.8,2.0,9.0,6.0,24.0,0.8,,,1290.0,143.3
curling-curling-events-2026-9478-389168,2026-01-01,2026,1,CURLING-EVENTS,Canada,Japan,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,,
