game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W13_OTT,2024-08-31,2024,13,CFL,OTT,BC,0.0,14.0,1.0,,
SYNTHETIC_CFL_2024_W14_OTT,2024-09-07,2024,14,CFL,TOR,OTT,1.0,95.0,5.0,,
SYNTHETIC_CFL_2024_W15_OTT,2024-09-14,2024,15,CFL,OTT,HAM,1.0,34.0,2.0,,
SYNTHETIC_CFL_2024_W16_OTT,2024-09-21,2024,16,CFL,MTL,OTT,0.0,39.0,2.0,,
SYNTHETIC_CFL_2024_W19_OTT,2024-10-14,2024,19,CFL,OTT,MTL,0.0,38.0,3.0,,
SYNTHETIC_CFL_2024_W21_OTT,2024-10-25,2024,21,CFL,HAM,OTT,0.0,34.0,2.0,,
SYNTHETIC_CFL_2025_W5_OTT,2025-07-06,2025,5,CFL,OTT,EDM,1.0,29.0,4.0,,
SYNTHETIC_CFL_2025_W6_OTT,2025-07-12,2025,6,CFL,OTT,HAM,0.0,14.0,1.0,,
SYNTHETIC_CFL_2025_W7_OTT,2025-07-20,2025,7,CFL,HAM,OTT,0.0,49.0,4.0,0.0,-8.0
SYNTHETIC_CFL_2025_W12_OTT,2025-08-22,2025,12,CFL,EDM,OTT,1.0,54.0,3.0,,
