game_id,date,season,week,league,away,home,def_sack,def_solo,def_tot,def_ydsl,interceptions_made,sacks,tackles
FOOTBALL_CFL_2022_10_22_CGY@SSK,2022-10-22,2022,1,CFL,CGY,SSK,,1.0,1.0,,,,
FOOTBALL_CFL_2022_10_7_SSK@HAM,2022-10-07,2022,1,CFL,SSK,HAM,,2.0,2.0,,,,
FOOTBALL_CFL_2022_6_18_SSK@EDM,2022-06-18,2022,1,CFL,SSK,EDM,,1.0,1.0,,,,
FOOTBALL_CFL_2022_6_23_SSK@MTL,2022-06-23,2022,1,CFL,SSK,MTL,,2.0,2.0,,,,
FOOTBALL_CFL_2022_7_16_SSK@TOR,2022-07-16,2022,1,CFL,SSK,TOR,,2.0,2.0,,,,
FOOTBALL_CFL_2022_7_24_TOR@SSK,2022-07-24,2022,1,CFL,TOR,SSK,1.0,7.0,7.0,5.0,,,
FOOTBALL_CFL_2022_7_29_BC@SSK,2022-07-29,2022,1,CFL,BC,SSK,,1.0,1.0,,,,
FOOTBALL_CFL_2022_8_13_SSK@EDM,2022-08-13,2022,1,CFL,SSK,EDM,,1.0,1.0,,,,
FOOTBALL_CFL_2022_8_19_BC@SSK,2022-08-19,2022,1,CFL,BC,SSK,,1.0,1.0,,,,
FOOTBALL_CFL_2022_9_10_SSK@WPG,2022-09-10,2022,1,CFL,SSK,WPG,,1.0,1.0,,,,
FOOTBALL_CFL_2022_9_30_SSK@WPG,2022-09-30,2022,1,CFL,SSK,WPG,,1.0,1.0,,,,
FOOTBALL_CFL_2022_9_4_WPG@SSK,2022-09-04,2022,1,CFL,WPG,SSK,,2.0,2.0,,,,
9889288,2023-06-16,2023,2,CFL,WPG,SSK,,,,,,,3.0
9889325,2023-08-20,2023,11,CFL,BC,SSK,,,,,0.0,0.0,2.0
9889331,2023-09-03,2023,13,CFL,WPG,SSK,,,,,0.0,0.0,3.0
9889336,2023-09-09,2023,14,CFL,SSK,WPG,,,,,0.0,0.0,2.0
9889339,2023-09-15,2023,15,CFL,EDM,SSK,,,,,0.0,0.0,4.0
9889347,2023-09-29,2023,17,CFL,SSK,BC,,,,,0.0,0.0,1.0
9889355,2023-10-13,2023,19,CFL,SSK,CGY,,,,,0.0,0.0,1.0
9889359,2023-10-21,2023,20,CFL,TOR,SSK,,,,,0.0,0.0,1.0
