game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-nwsl-2016-KPqjw8PQ6v,,2016,1,NWSL,,,6.0,1.8134,23.1927,6.2019,0.0,-1.7834,6.0,41.0,2022.0,0.6615,907.0,-20.8806,-2.3022,0.0,38.0,11.0,4.1866,1.7834,-0.9088,5.9699,0.6845,1.3901
soccer-nwsl-2017-KPqjw8PQ6v,,2017,1,NWSL,,,2.0,-1.4897,20.4204,6.8096,3.0,0.215,5.0,41.0,1908.0,0.6638,943.0,-18.3257,-1.9433,1.3513,39.0,15.0,3.4897,2.785,1.0106,6.2747,0.6833,1.4607
soccer-nwsl-2018-KPqjw8PQ6v,,2018,1,NWSL,,,2.0,0.1719,19.1125,4.8761,2.0,0.7174,4.0,21.0,833.0,0.7182,401.0,6.7458,1.6822,0.249,23.0,9.0,1.8281,1.2826,0.7888,3.1106,0.7014,0.6145
soccer-nwsl-2019-KPqjw8PQ6v,,2019,1,NWSL,,,2.0,-1.2292,18.1111,5.7066,3.0,0.0449,5.0,28.0,1857.0,0.7227,887.0,4.407,0.4968,1.342,46.0,11.0,3.2292,2.9551,0.0266,6.1844,0.7177,1.6568
soccer-nwsl-2020-KPqjw8PQ6v,,2020,1,NWSL,,,1.0,0.0832,22.2531,7.4272,1.0,0.6321,2.0,11.0,986.0,0.7032,401.0,0.8411,0.2098,0.1629,8.0,2.0,0.9168,0.3679,0.2532,1.2847,0.7011,0.1278
soccer-nwsl-2021-KPqjw8PQ6v,,2021,1,NWSL,,,1.0,-0.4943,18.1069,5.4114,0.0,-1.9586,1.0,18.0,1983.0,0.6297,794.0,-41.3249,-5.2046,0.0,35.0,7.0,1.4943,1.9586,-1.2816,3.4529,0.6818,1.1528
soccer-nwsl-2022-KPqjw8PQ6v,,2022,1,NWSL,,,3.0,0.4713,19.9015,6.0891,2.0,-0.3767,5.0,28.0,2666.0,0.774,1385.0,17.5288,1.2656,0.4845,39.0,10.0,2.5287,2.3767,-0.6199,4.9054,0.7614,1.3403
soccer-nwsl-2023-4wM4rZdqjB,,2023,1,NWSL,,,2.0,0.4962,19.4044,7.7348,1.0,-0.3837,3.0,10.0,1221.0,0.7369,593.0,5.4936,0.9264,0.0597,24.0,9.0,1.5038,1.3837,-0.4944,2.8875,0.7277,0.6199
soccer-nwsl-2024-4wM4rZdqjB,,2024,1,NWSL,,,5.0,1.1699,19.4324,5.7047,6.0,2.5216,11.0,35.0,1885.0,0.6877,762.0,6.1891,0.8122,2.6613,36.0,10.0,3.8301,3.4784,0.3745,7.3084,0.6795,1.5334
soccer-nwsl-2025-4wM4rZdqjB,,2025,1,NWSL,,,1.0,-0.1873,21.2275,5.1399,0.0,-0.6599,1.0,18.0,981.0,0.6932,352.0,10.7074,3.0419,0.0,11.0,2.0,1.1873,0.6599,-0.3842,1.8472,0.6628,0.1297
