game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
9889326,2023-08-24,2023,12,CFL,MTL,WPG,0.0,0.0,5.0,0.0,0.0
9889362,2023-10-28,2023,21,CFL,HAM,MTL,0.0,0.0,48.0,,
10798044,2024-07-25,2024,8,CFL,SSK,MTL,0.0,2.0,178.0,0.0,13.0
10798049,2024-08-02,2024,9,CFL,MTL,HAM,1.0,1.0,262.0,0.0,16.0
10798054,2024-08-10,2024,10,CFL,HAM,MTL,0.0,2.0,247.0,0.0,27.0
10798057,2024-08-16,2024,11,CFL,MTL,SSK,0.0,1.0,285.0,1.0,33.0
10798089,2024-10-14,2024,19,CFL,OTT,MTL,1.0,0.0,208.0,1.0,45.0
10798092,2024-10-19,2024,20,CFL,MTL,BC,0.0,0.0,67.0,0.0,28.0
10798095,2024-10-26,2024,21,CFL,WPG,MTL,0.0,0.0,100.0,1.0,4.0
11824046,2025-06-06,2025,1,CFL,TOR,MTL,1.0,1.0,205.0,0.0,50.0
11824050,2025-06-13,2025,2,CFL,MTL,OTT,1.0,1.0,344.0,0.0,3.0
11824053,2025-06-19,2025,3,CFL,MTL,EDM,0.0,3.0,254.0,0.0,11.0
11824068,2025-07-17,2025,7,CFL,TOR,MTL,1.0,1.0,303.0,1.0,23.0
11824107,2025-09-26,2025,17,CFL,CGY,MTL,0.0,1.0,350.0,0.0,8.0
11824117,2025-10-13,2025,19,CFL,OTT,MTL,0.0,1.0,240.0,0.0,6.0
11824120,2025-10-18,2025,20,CFL,MTL,OTT,0.0,2.0,328.0,0.0,9.0
