game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2024-06-29-COL-SEA,2024-06-29,2024,10,UFA,summit,cascades,2.0,1.0,,,0.0,1.0,,,,1.0,146.0,24.0
2024-07-19-SEA-SLC,2024-07-19,2024,13,UFA,cascades,shred,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-07-21-POR-SEA,2024-07-21,2024,13,UFA,nitro,cascades,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-05-03-OAK-SEA,2025-05-03,2025,2,UFA,spiders,cascades,4.0,0.0,,,1.0,1.0,,,,1.0,172.0,285.0
2025-05-09-SEA-OAK,2025-05-09,2025,3,UFA,cascades,spiders,1.0,0.0,,,1.0,1.0,,,,3.0,184.0,125.0
2025-05-10-SEA-LV,2025-05-10,2025,3,UFA,cascades,bighorns,1.0,0.0,,,0.0,3.0,,,,4.0,193.0,143.0
2025-05-17-SEA-ORE,2025-05-17,2025,4,UFA,cascades,steel,2.0,1.0,,,2.0,3.0,,,,4.0,231.0,118.0
2025-05-23-SEA-SLC,2025-05-23,2025,5,UFA,cascades,shred,2.0,0.0,,,2.0,2.0,,,,1.0,160.0,64.0
2025-05-24-SEA-OAK,2025-05-24,2025,5,UFA,cascades,spiders,2.0,1.0,,,0.0,2.0,,,,2.0,107.0,122.0
2025-05-30-SLC-SEA,2025-05-30,2025,6,UFA,shred,cascades,2.0,0.0,,,0.0,2.0,,,,1.0,240.0,169.0
2025-06-06-LV-SEA,2025-06-06,2025,7,UFA,bighorns,cascades,0.0,3.0,,,0.0,3.0,,,,1.0,172.0,73.0
2025-06-21-LA-SEA,2025-06-21,2025,9,UFA,aviators,cascades,2.0,0.0,,,0.0,2.0,,,,0.0,159.0,-5.0
2025-06-27-COL-SEA,2025-06-27,2025,10,UFA,summit,cascades,1.0,0.0,,,0.0,2.0,,,,0.0,118.0,65.0
2025-07-18-SEA-COL,2025-07-18,2025,13,UFA,cascades,summit,0.0,1.0,,,0.0,1.0,,,,6.0,205.0,144.0
2025-07-19-ORE-SEA,2025-07-19,2025,13,UFA,steel,cascades,2.0,0.0,,,0.0,2.0,,,,1.0,144.0,189.0
2026-05-02-COL-SEA,2026-05-02,2026,2,UFA,apex,cascades,2.0,0.0,,,0.0,0.0,,,,1.0,54.0,228.0
2026-05-09-OAK-SEA,2026-05-09,2026,3,UFA,spiders,cascades,0.0,0.0,,,0.0,1.0,,,,1.0,59.0,94.0
2026-05-16-SEA-ORE,2026-05-16,2026,4,UFA,cascades,steel,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
