game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
BILLINGS-OREGON,,,1,,,,,4.0,194.0,1.0,5.0
WASHINGTON-BILLINGS-0403,2025-04-03,2025,4,AF1,BILLINGS,WASHINGTON,,1.0,63.0,2.0,63.0
CORPUSCHRISTI-WASHINGTON-0413,2025-04-13,2025,5,AF1,CORPUS CHRISTI,WASHINGTON,3.0,2.0,166.0,1.0,17.0
WASHINGTON-NASHVILLE-0417,2025-04-17,2025,6,AF1,NASHVILLE,WASHINGTON,4.0,3.0,143.0,,-4.0
WASHINGTON-OREGON-0504,2025-05-04,2025,8,AF1,OREGON,WASHINGTON,,1.0,91.0,,-2.0
BILLINGS-WASHINGTON-0510,2025-05-10,2025,9,AF1,WASHINGTON,BILLINGS,4.0,1.0,110.0,,22.0
WASHINGTON-OREGON-0518,2025-05-18,2025,10,AF1,OREGON,WASHINGTON,1.0,0.0,89.0,3.0,48.0
WASHINGTON-SWKANSAS-05-25,2025-05-25,2025,11,AF1,SW KANSAS,WASHINGTON,3.0,,140.0,1.0,25.0
WASHINGTON-ALBANY-0614,2025-06-14,2025,14,AF1,ALBANY,WASHINGTON,2.0,1.0,103.0,1.0,6.0
