game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,3.0,,4.0,1.0,30.0,-3.0,69.0,7.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,1.0,2.0,45.0,1.0,17.0,-1.0,56.0,5.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,,1.0,19.0,,6.0,-3.0,40.0,4.0
