game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,12.0,3.0,,3.0,,8.0,15.0,10.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,13.0,3.0,11.0,1.0,55.0,,231.0,17.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,17.0,4.0,19.0,1.0,62.0,1.0,261.0,21.0
