game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2015-kRQabn8MKZ,,2015,1,MLS,,,0.0,-0.1119,15.009,0.9629,0.0,-0.1034,0.0,2.0,239.0,0.7767,103.0,-1.561,-1.5156,0.0,1.0,0.0,0.1119,0.1034,-0.1034,0.2153,0.7919,0.0287
soccer-mls-2016-kRQabn8MKZ,,2016,1,MLS,,,2.0,-0.3033,18.6409,4.0054,0.0,-1.0587,2.0,21.0,852.0,0.7714,433.0,-13.5709,-3.1342,0.0,12.0,5.0,2.3033,1.0587,-0.4683,3.362,0.8027,0.7336
soccer-mls-2017-kRQabn8MKZ,,2017,1,MLS,,,0.0,-0.1419,17.6306,2.8288,1.0,0.457,1.0,3.0,436.0,0.8109,201.0,0.9167,0.4561,0.4445,6.0,1.0,0.1419,0.543,0.2872,0.6848,0.8064,0.2844
soccer-uslc-2017-4JMAkpDqKg,,2017,1,USLC,,,0.0,-0.4675,20.814,7.1412,1.0,0.5906,1.0,9.0,287.0,0.7941,170.0,3.6911,2.1713,0.6559,5.0,2.0,0.4675,0.4094,0.5969,0.8769,0.7724,0.2745
soccer-mls-2018-kRQabn8MKZ,,2018,1,MLS,,,1.0,-1.0277,16.4956,2.0457,3.0,0.2707,4.0,15.0,1074.0,0.7765,510.0,2.1716,0.4258,0.5125,25.0,9.0,2.0277,2.7293,-0.1293,4.757,0.7722,1.5442
soccer-mls-2019-kRQabn8MKZ,,2019,1,MLS,,,2.0,0.3081,16.6463,0.4298,2.0,1.4117,4.0,9.0,600.0,0.8156,282.0,9.5536,3.3878,0.0383,7.0,2.0,1.6919,0.5883,0.058,2.2802,0.7817,0.2924
soccer-usl1-2019-4JMAkpDqKg,,2019,1,USL1,,,0.0,-0.2234,15.8526,6.1927,0.0,0.0,0.0,2.0,95.0,0.8033,61.0,1.0331,1.6937,0.0,0.0,0.0,0.2234,0.0,0.0,0.2234,0.7863,0.0
soccer-mls-2020-zeQZkL1MKw,,2020,1,MLS,,,0.0,-0.2239,18.3285,4.2306,0.0,-0.0804,0.0,2.0,248.0,0.8938,113.0,7.0107,6.2042,0.0,2.0,0.0,0.2239,0.0804,-0.0804,0.3043,0.8318,0.1264
soccer-mls-2021-zeQZkL1MKw,,2021,1,MLS,,,1.0,0.2217,18.3548,3.5037,0.0,-0.3856,1.0,9.0,1308.0,0.8525,617.0,4.7873,0.7759,0.0,9.0,5.0,0.7783,0.3856,-0.1465,1.164,0.8448,0.2511
soccer-uslc-2023-9YqdojR5vJ,,2023,1,USLC,,,1.0,-0.2987,22.4177,5.6604,1.0,0.4734,2.0,18.0,1812.0,0.8007,1104.0,7.0045,0.6345,0.6148,12.0,4.0,1.2987,0.5266,0.5399,1.8254,0.7944,0.344
soccer-uslc-2024-0OlMlzRqLz,,2024,1,USLC,,,1.0,0.1325,20.2528,3.372,0.0,-0.7311,1.0,9.0,1052.0,0.8619,666.0,11.233,1.6866,0.0,7.0,2.0,0.8675,0.7311,-0.5627,1.5985,0.845,0.2696
soccer-uslc-2024-eVq3rNX5WO,,2024,1,USLC,,,0.0,-2.3336,22.2235,5.9926,1.0,0.4427,1.0,25.0,1573.0,0.7254,863.0,-25.6407,-2.9711,0.8073,9.0,2.0,2.3336,0.5573,-0.2465,2.8909,0.7551,0.3678
soccer-uslc-2025-NWMWg9LMlz,,2025,1,USLC,,,3.0,1.083,17.9624,3.587,1.0,-0.1945,4.0,14.0,1882.0,0.8209,1005.0,-2.561,-0.2548,0.3272,15.0,3.0,1.917,1.1945,-0.3082,3.1115,0.8234,0.4463
