game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_yac,recv_yds,rush_att,rush_lg,rush_td,rush_yds,score_pts,score_r,score_tot
FOOTBALL_CFL_2016_7_13_OTT@TOR,2016-07-13,2016,1,CFL,OTT,TOR,,,7.0,2.0,2.0,13.0,13.0,12.0,9.0,1.0,51.0,6.0,1.0,1.0
FOOTBALL_CFL_2016_7_22_OTT@SSK,2016-07-22,2016,1,CFL,OTT,SSK,,,9.0,4.0,4.0,19.0,13.0,14.0,11.0,,58.0,,,
FOOTBALL_CFL_2016_7_31_TOR@OTT,2016-07-31,2016,1,CFL,TOR,OTT,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,10.0,12.0,,58.0,,,
FOOTBALL_CFL_2016_7_8_CGY@OTT,2016-07-08,2016,1,CFL,CGY,OTT,1.0,1.0,15.0,5.0,6.0,38.0,38.0,14.0,21.0,,65.0,,,
FOOTBALL_CFL_2016_8_6_EDM@OTT,2016-08-06,2016,1,CFL,EDM,OTT,,,7.0,2.0,3.0,10.0,11.0,9.0,12.0,,33.0,,,
