game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2014-9z5k7Yg5A3,,2014,1,MLS,,,0.0,-0.3779,42.4901,36.7222,0.0,1.0,-1.4448,0.0,0.409,0.0,0.125,1.0,95.0,0.6765,34.0,0.4521,1.3297,0.0,7.0,0.0,8.0,0.0,0.3779,0.0,2.4448,0.0,0.3779,0.6632,0.0
soccer-mls-2015-9z5k7Yg5A3,,2015,1,MLS,,,0.0,0.0,53.2457,49.3531,0.0,8.0,-3.155,0.0,0.7172,0.0,0.0588,0.0,572.0,0.4934,152.0,2.9031,1.91,0.0,26.0,0.0,34.0,0.0,0.0,0.0,11.155,0.0,0.0,0.4743,0.0
soccer-mls-2016-9z5k7Yg5A3,,2016,1,MLS,,,0.0,0.0,45.8442,38.7036,0.0,53.0,4.9371,0.0,1.1027,0.0,0.1731,0.0,3207.0,0.6281,917.0,27.6894,3.0196,0.0,102.0,0.0,156.0,0.0,0.0,0.0,48.0628,0.0,0.0,0.5979,0.0
soccer-mls-2017-9z5k7Yg5A3,,2017,1,MLS,,,0.0,0.0,49.6439,43.1398,0.0,34.0,-1.4648,0.0,0.9587,0.0,0.112,0.0,2518.0,0.6023,777.0,30.4246,3.9157,0.0,88.0,0.0,125.0,0.0,0.0,0.0,35.4648,0.0,0.0,0.5632,0.0
soccer-mls-2018-9z5k7Yg5A3,,2018,1,MLS,,,0.0,0.0,42.1111,35.0603,0.0,52.0,0.785,0.0,1.0153,0.0,0.1322,0.0,3317.0,0.6923,1027.0,51.7639,5.0403,0.0,119.0,0.0,174.0,0.0,0.0,0.0,51.215,0.0,0.0,0.6419,0.0
soccer-mls-2019-9z5k7Yg5A3,,2019,1,MLS,,,0.0,0.0,39.2927,32.1148,0.0,45.0,11.4383,0.0,1.3408,0.0,0.1504,0.0,2771.0,0.7073,755.0,21.6361,2.8657,0.0,64.0,0.0,113.0,0.0,0.0,0.0,33.5618,0.0,0.0,0.6786,0.0
soccer-mls-2020-9z5k7Yg5A3,,2020,1,MLS,,,0.0,-0.22,45.7807,38.8184,0.0,23.0,-2.1327,0.0,0.9151,0.0,0.2404,2.0,2475.0,0.6054,745.0,4.105,0.551,0.0,81.0,0.0,104.0,0.0,0.22,0.0,25.1327,0.0,0.22,0.5999,0.0
soccer-mls-2021-9z5k7Yg5A3,,2021,1,MLS,,,0.0,0.0,44.8216,38.498,0.0,23.0,-7.5258,0.0,0.7535,0.0,0.1863,0.0,2850.0,0.6244,796.0,16.2365,2.0398,0.0,79.0,0.0,102.0,0.0,0.0,0.0,30.5258,0.0,0.0,0.604,0.0
soccer-mls-2022-9z5k7Yg5A3,,2022,1,MLS,,,0.0,0.0,40.2268,33.1177,0.0,30.0,-8.0251,0.0,0.789,0.0,0.1293,0.0,3736.0,0.6479,1031.0,7.7368,0.7504,0.0,113.0,0.0,147.0,0.0,0.0,0.0,38.0251,0.0,0.0,0.6404,0.0
soccer-mls-2023-9z5k7Yg5A3,,2023,1,MLS,,,0.0,0.0,37.1531,28.9343,0.0,28.0,-5.2861,0.0,0.8412,0.0,0.1121,0.0,2964.0,0.7243,682.0,4.536,0.6651,0.0,86.0,0.0,116.0,0.0,0.0,0.0,33.2861,0.0,0.0,0.7177,0.0
soccer-mls-2024-9z5k7Yg5A3,,2024,1,MLS,,,0.0,0.0,34.5729,26.3453,0.0,13.0,-1.5115,0.0,0.8958,0.0,0.2075,0.0,1231.0,0.7456,287.0,0.015,0.0052,0.0,40.0,0.0,53.0,0.0,0.0,0.0,14.5115,0.0,0.0,0.7456,0.0
soccer-mls-2025-9z5k7Yg5A3,,2025,1,MLS,,,0.0,-0.039,36.7508,29.5922,0.0,20.0,-4.2406,0.0,0.8251,0.0,0.1818,1.0,2321.0,0.7166,614.0,26.1528,4.2594,0.0,55.0,0.0,77.0,0.0,0.039,0.0,24.2406,0.0,0.039,0.674,0.0
soccer-mls-2026-9z5k7Yg5A3,,2026,1,MLS,,,0.0,-0.0785,34.8354,26.6379,0.0,18.0,2.9447,0.0,1.1956,0.0,0.1707,1.0,1227.0,0.8085,329.0,24.6233,7.4843,0.0,22.0,0.0,41.0,0.0,0.0785,0.0,15.0553,0.0,0.0785,0.7337,0.0
