game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-bbl-2018-12-23-1152516,2018-12-23,2018,1,BBL,Adelaide Strikers,Melbourne Renegades,,,,,,,18.0,0.0,0.0,23.0,1.0,0.0,1.0
cricket-bbl-2018-12-26-1152519,2018-12-26,2018,1,BBL,Perth Scorchers,Adelaide Strikers,18.0,3.0,0.0,7.0,21.0,0.0,12.0,0.0,0.0,16.0,1.0,0.0,1.0
cricket-bbl-2019-01-06-1152532,2019-01-06,2019,1,BBL,Adelaide Strikers,Sydney Sixers,13.0,0.0,1.0,7.0,17.0,1.0,6.0,0.0,0.0,9.0,0.0,0.0,1.0
cricket-bbl-2019-01-21-1152547,2019-01-21,2019,1,BBL,Adelaide Strikers,Hobart Hurricanes,3.0,0.0,1.0,7.0,4.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,1.0
cricket-bbl-2019-01-31-1152557,2019-01-31,2019,1,BBL,Hobart Hurricanes,Adelaide Strikers,,,,,,,24.0,0.0,0.0,30.0,0.0,0.0,1.0
cricket-bbl-2019-02-03-1152560,2019-02-03,2019,1,BBL,Adelaide Strikers,Brisbane Heat,8.0,3.0,1.0,9.0,19.0,0.0,24.0,0.0,0.0,40.0,1.0,0.0,1.0
cricket-bbl-2019-02-09-1152564,2019-02-09,2019,1,BBL,Adelaide Strikers,Perth Scorchers,5.0,0.0,0.0,6.0,5.0,0.0,12.0,0.0,0.0,30.0,1.0,0.0,1.0
cricket-bbl-2019-12-23-1195582,2019-12-23,2019,1,BBL,Adelaide Strikers,Perth Scorchers,,,,,,,18.0,0.0,0.0,23.0,0.0,0.0,1.0
cricket-bbl-2019-12-27-1195585,2019-12-27,2019,1,BBL,Melbourne Stars,Adelaide Strikers,,,,,,,24.0,0.0,0.0,40.0,1.0,3.0,1.0
cricket-bbl-2019-12-29-1195587,2019-12-29,2019,1,BBL,Melbourne Renegades,Adelaide Strikers,,,,,,,24.0,0.0,0.0,36.0,2.0,0.0,1.0
cricket-bbl-2019-12-31-1195589,2019-12-31,2019,1,BBL,Adelaide Strikers,Sydney Thunder,6.0,1.0,0.0,7.0,5.0,0.0,18.0,0.0,0.0,23.0,0.0,1.0,1.0
cricket-bbl-2020-01-08-1195599,2020-01-08,2020,1,BBL,Adelaide Strikers,Sydney Sixers,13.0,1.0,0.0,8.0,12.0,0.0,,,,,,,1.0
cricket-bbl-2021-01-15-1226839,2021-01-15,2021,1,BBL,Melbourne Stars,Adelaide Strikers,5.0,0.0,0.0,7.0,1.0,0.0,24.0,0.0,0.0,36.0,1.0,0.0,1.0
