game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
9889301,2023-07-09,2023,5,CFL,MTL,BC,,,,,0.0,61.0,4.0,,,,
9889303,2023-07-14,2023,6,CFL,TOR,MTL,,,,,3.0,48.0,3.0,,,,
9889313,2023-07-30,2023,8,CFL,CGY,MTL,,,,,0.0,5.0,1.0,,,,
9889316,2023-08-05,2023,9,CFL,MTL,HAM,,,,,0.0,90.0,4.0,,,,
9889319,2023-08-11,2023,10,CFL,SSK,MTL,,,,,0.0,15.0,1.0,,,,
9889324,2023-08-19,2023,11,CFL,MTL,OTT,,,,,2.0,98.0,7.0,,,,
9889326,2023-08-24,2023,12,CFL,MTL,WPG,,,,,0.0,21.0,2.0,,,,
9889330,2023-09-02,2023,13,CFL,BC,MTL,0.0,,0.0,24.0,0.0,69.0,7.0,,,,
9889335,2023-09-09,2023,14,CFL,MTL,TOR,,,,,0.0,30.0,2.0,,,,
9889338,2023-09-15,2023,15,CFL,TOR,MTL,,,,,0.0,63.0,3.0,,,,
9889344,2023-09-23,2023,16,CFL,MTL,CGY,,0.0,,,0.0,83.0,6.0,,,0.0,1.0
9889348,2023-09-30,2023,17,CFL,MTL,OTT,,,,,0.0,21.0,2.0,,,,
9889353,2023-10-09,2023,18,CFL,OTT,MTL,,,,,0.0,78.0,7.0,,,,
9889356,2023-10-14,2023,19,CFL,MTL,EDM,,0.0,,,0.0,69.0,4.0,,,0.0,1.0
9889362,2023-10-28,2023,21,CFL,HAM,MTL,,,,,0.0,37.0,3.0,,,,
10798016,2024-06-06,2024,1,CFL,MTL,WPG,,,,,0.0,62.0,2.0,0.0,5.0,,
10798074,2024-09-14,2024,15,CFL,MTL,CGY,,,,,0.0,38.0,4.0,0.0,3.0,,
10798077,2024-09-21,2024,16,CFL,MTL,OTT,,,,,0.0,40.0,3.0,,,,
10798082,2024-09-28,2024,17,CFL,MTL,TOR,,,,,0.0,25.0,4.0,,,,
10798092,2024-10-19,2024,20,CFL,MTL,BC,,,,,0.0,28.0,3.0,,,,
10798095,2024-10-26,2024,21,CFL,WPG,MTL,,,,,0.0,60.0,8.0,,,,
11824046,2025-06-06,2025,1,CFL,TOR,MTL,,,,,0.0,34.0,3.0,,,,
11824050,2025-06-13,2025,2,CFL,MTL,OTT,,,,,0.0,117.0,4.0,,,,
11824053,2025-06-19,2025,3,CFL,MTL,EDM,,,,,1.0,64.0,4.0,,,,
11824058,2025-06-27,2025,4,CFL,MTL,HAM,,,,,0.0,55.0,6.0,,,,
11824063,2025-07-05,2025,5,CFL,BC,MTL,,,,,0.0,30.0,4.0,,,,
11824068,2025-07-17,2025,7,CFL,TOR,MTL,,,,,0.0,37.0,3.0,,,,
11824072,2025-07-24,2025,8,CFL,MTL,CGY,,,,,0.0,103.0,7.0,,,,
11824079,2025-08-02,2025,9,CFL,SSK,MTL,,,,,0.0,88.0,7.0,,,,
11824081,2025-08-08,2025,10,CFL,EDM,MTL,,,,,0.0,50.0,7.0,,,,
11824087,2025-08-16,2025,11,CFL,MTL,BC,,,,,1.0,111.0,5.0,,,,
11824088,2025-08-21,2025,12,CFL,WPG,MTL,0.0,,0.0,44.0,1.0,56.0,6.0,,,,
11824096,2025-09-06,2025,14,CFL,HAM,MTL,,,,,0.0,18.0,2.0,,,,
11824102,2025-09-13,2025,15,CFL,MTL,SSK,,,,,0.0,34.0,4.0,,,,
11824103,2025-09-19,2025,16,CFL,MTL,TOR,,,,,1.0,68.0,4.0,0.0,11.0,,
11824107,2025-09-26,2025,17,CFL,CGY,MTL,,,,,0.0,115.0,8.0,,,,
11824117,2025-10-13,2025,19,CFL,OTT,MTL,,,,,0.0,35.0,3.0,,,,
11824120,2025-10-18,2025,20,CFL,MTL,OTT,,,,,0.0,114.0,7.0,,,,
