game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452436,,,1,,,,1.0,0.0,0.0,0.0,0.0,4.0,0.0
2457579,,,2,,,,3.0,0.0,0.0,0.0,0.0,2.0,0.0
2463134,,,3,,,,3.0,0.0,0.0,0.0,0.0,10.0,0.0
2463412,2022-07-08,,4,BIG3,Triplets,Bivouac,4.0,3.0,0.0,2.0,0.0,9.0,0.0
2559383,2023-06-25,2023,1,BIG3,BALL HOGS,ALIENS,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2559388,2023-07-01,2023,2,BIG3,ENEMIES,BALL HOGS,3.0,2.0,0.0,0.0,0.0,3.0,0.0
2559396,2023-07-09,2023,3,BIG3,GHOST BALLERS,BALL HOGS,4.0,1.0,0.0,4.0,0.0,5.0,0.0
2559400,2023-07-15,2023,4,BIG3,BALL HOGS,POWER,3.0,0.0,0.0,0.0,0.0,5.0,1.0
2559412,2023-07-23,2023,5,BIG3,3 HEADED MONSTERS,BALL HOGS,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2559422,2023-07-30,2023,6,BIG3,BALL HOGS,BIVOUAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660091,2024-06-15,2024,1,BIG3,ENEMIES,TRIPLETS,2.0,0.0,0.0,0.0,0.0,1.0,0.0
