game_id,date,season,week,league,away,home,punt_avg,punt_long,punt_yards,punts,punts_blocked,punts_in20
FOOTBALL_XFL_2020_2_9_STL@DAL,2020-02-09,2020,1,XFL,STL,DAL,45.2,48.0,181.0,4.0,6.0,2.0
FOOTBALL_XFL_2020_2_16_DAL@LA,2020-02-16,2020,2,XFL,DAL,LA,45.5,53.0,91.0,2.0,4.0,1.0
FOOTBALL_XFL_2020_2_22_DAL@SEA,2020-02-22,2020,3,XFL,DAL,SEA,35.5,36.0,71.0,2.0,,1.0
FOOTBALL_XFL_2020_3_1_HOU@DAL,2020-03-01,2020,4,XFL,HOU,DAL,50.2,59.0,201.0,4.0,12.0,3.0
FOOTBALL_XFL_2020_3_7_NY@DAL,2020-03-07,2020,5,XFL,NY,DAL,39.8,46.0,199.0,5.0,19.0,3.0
