game_id,date,season,week,league,away,home,attempts,avg,long,td,yards
FOOTBALL_XLEAGUE_2016_SEASON_TOTAL,,2016,1,XLEAGUE,,,59.0,5.9,68.0,3.0,349.0
FOOTBALL_XLEAGUE_2017_SEASON_TOTAL,,2017,1,XLEAGUE,,,73.0,4.5,56.0,2.0,329.0
